Name,PriceInText,Price,City,Year,Distance,Fuel,HorsePower,Transmission,Certified,ManagedBy,Distance2
Daihatsu Move  2013 ,PKR 18 lacs,1800000,Lahore,2013,"130,000km",Petrol,660cc,Automatic,Not Certified,Customer,130000
Hyundai Tucson  2022 AWD A/T Ultimate,PKR 79 lacs,7900000,Islamabad,2022,"53,000km",Petrol,2000cc,Automatic,Not Certified,Customer,53000
Suzuki Baleno  2005 Sport,PKR 9.75 lacs,975000,Multan,2005,"135,000km",Petrol,1300cc,Manual,Not Certified,Customer,135000
KIA Picanto  2021 1.0 MT,PKR 24.95 lacs,2495000,Karachi,2021,"30,000km",Petrol,1000cc,Manual,Not Certified,Customer,30000
Nissan Note  2019 e-Power X V Selection,PKR 46.75 lacs,4675000,Lahore,2019,"45,000km",Hybrid,1200cc,Automatic,Not Certified,Customer,45000
Toyota Corolla  2016 XLi VVTi,PKR 33.9 lacs,3390000,Islamabad,2016,"130,000km",Petrol,1300cc,Manual,Not Certified,Customer,130000
Suzuki Liana  2006 LXi Sport,PKR 12.35 lacs,1235000,Islamabad,2006,"165,000km",Petrol,1300cc,Manual,Not Certified,Customer,165000
Daihatsu Mira  2018 X SA lll,PKR 30.85 lacs,3085000,Karachi,2018,"83,400km",Petrol,660cc,Automatic,Not Certified,Customer,83400
FAW X-PV  2018 Power Edition,PKR 12 lacs,1200000,MirpurAK,2018,"47,000km",Petrol,1000cc,Manual,Not Certified,Customer,47000
Suzuki Bolan  2022 VX Euro II,PKR 19 lacs,1900000,Okara,2022,"62,000km",Petrol,800cc,Manual,Not Certified,Customer,62000
Honda City 5th (GM2) Generation 2021 1.5 i-VTEC Prosmatec,PKR 48.5 lacs,4850000,Islamabad,2021,"45,000km",Petrol,1500cc,Automatic,Not Certified,Customer,45000
FAW X-PV  2018 Dual AC,PKR 9.5 lacs,950000,Islamabad,2018,"169,224km",Petrol,1000cc,Manual,Not Certified,Customer,169224
Toyota Vitz  2015 F M Package 1.0,PKR 32.75 lacs,3275000,Multan,2015,"98,000km",Petrol,1000cc,Automatic,Not Certified,Customer,98000
Suzuki Cultus  2017 VXL,PKR 23.25 lacs,2325000,Lahore,2017,"110,000km",Petrol,1000cc,Manual,Not Certified,Customer,110000
Toyota Yaris  2022 ATIV X CVT 1.5,PKR 47.5 lacs,4750000,Karachi,2022,"21,300km",Petrol,1500cc,Automatic,Not Certified,Customer,21300
Daihatsu Mira  2021 G SA III,PKR 34.3 lacs,3429999,Karachi,2021,"43,000km",Petrol,660cc,Automatic,Not Certified,Customer,43000
Suzuki Cultus  2017 Limited Edition,PKR 17.9 lacs,1789999,Gujrat,2017,"80,000km",Petrol,1000cc,Manual,Not Certified,Customer,80000
Honda City 5th (GM2) Generation 2009 1.3 i-VTEC,PKR 22.5 lacs,2250000,Gujranwala,2009,"172,000km",Petrol,1300cc,Manual,Not Certified,Customer,172000
Suzuki Khyber  1997 GA,PKR 4.3 lacs,430000,Lahore,1997,"200,000km",Petrol,1000cc,Manual,Not Certified,Customer,200000
Suzuki Cultus  2021 Auto Gear Shift,PKR 35 lacs,3500000,Faisalabad,2021,"55,078km",Petrol,1000cc,Automatic,Not Certified,Customer,55078
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Beige Interior,PKR 72 lacs,7200000,KallarKahar,2022,"13,716km",Petrol,1800cc,Automatic,Not Certified,Customer,13716
Toyota Vitz  2005 ,PKR 20.75 lacs,2075000,Okara,2005,"203,500km",Petrol,1000cc,Automatic,Not Certified,Customer,203500
KIA Sportage  2021 Alpha,PKR 61.5 lacs,6150000,Abbottabad,2021,"87,800km",Petrol,2000cc,Automatic,Not Certified,Customer,87800
Toyota Corolla  2010 ,PKR 25.5 lacs,2550000,Rawalpindi,2010,"92,000km",Petrol,1300cc,Automatic,Not Certified,Customer,92000
Suzuki Mehran  2007 VX,PKR 7.5 lacs,750000,Islamabad,2007,"80,000km",Petrol,800cc,Manual,Not Certified,Customer,80000
Toyota Corolla  2022 Altis X Automatic 1.6,PKR 46.5 lacs,4650000,Multan,2022,"36,000km",Petrol,1598cc,Automatic,Not Certified,Customer,36000
Toyota Corolla  2017 GLi Automatic 1.3 VVTi,PKR 37.5 lacs,3750000,Karachi,2017,"76,000km",Petrol,1300cc,Automatic,Not Certified,Customer,76000
Suzuki Alto  2011 VXR,PKR 9.95 lacs,994999,Taxila,2011,"157,000km",Petrol,1000cc,Manual,Not Certified,Customer,157000
Toyota Corolla  2017 GLi Automatic 1.3 VVTi,PKR 40.5 lacs,4050000,Lahore,2017,"80,000km",Petrol,1300cc,Automatic,Not Certified,Customer,80000
Honda Civic Rebirth 2014 VTi Prosmatec 1.8 i-VTEC,PKR 34 lacs,3400000,Lahore,2014,"229,000km",Petrol,1800cc,Automatic,Not Certified,Customer,229000
Suzuki Mehran  2006 VXR,PKR 6 lacs,600000,Jhang,2006,"26,000km",Petrol,800cc,Manual,Not Certified,Customer,26000
Toyota Corolla  2022 Altis X Automatic 1.6,PKR 57.25 lacs,5725000,Karachi,2022,"31,500km",Petrol,1598cc,Automatic,Not Certified,Customer,31500
KIA Sorento  2022 2.4 AWD,PKR 83 lacs,8300000,Islamabad,2022,"56,000km",Petrol,2400cc,Automatic,Not Certified,Customer,56000
Mercedes Benz S Class  2008 S500,PKR 1.48 crore,14800000,Islamabad,2008,"105,000km",Petrol,5500cc,Automatic,Not Certified,Customer,105000
Suzuki Alto  2022 ,PKR 24.6 lacs,2460000,Karachi,2022,1km,Petrol,660cc,Manual,Not Certified,Customer,1
Suzuki MR Wagon  2013 ECO-X,PKR 20.75 lacs,2075000,Karachi,2013,"120,000km",Petrol,660cc,Automatic,Not Certified,Customer,120000
Honda Civic Reborn 2010 VTi Prosmatec 1.8 i-VTEC,PKR 24.25 lacs,2425000,Vehari,2010,"110,000km",Petrol,1800cc,Automatic,Not Certified,Customer,110000
Changan Alsvin  2021 1.5L DCT Lumiere,PKR 38 lacs,3800000,Peshawar,2021,"27,000km",Petrol,1500cc,Automatic,Not Certified,Customer,27000
Suzuki Cultus  2001 VXR,PKR 6.15 lacs,615000,Karachi,2001,"69,775km",Petrol,1000cc,Manual,Not Certified,Customer,69775
Honda City  2014 1.3 i-VTEC,PKR 29.35 lacs,2935000,Lahore,2014,"44,000km",Petrol,1300cc,Manual,Not Certified,Customer,44000
Toyota Corolla 8th (E110) Generation 1998 SE Limited,PKR 11.5 lacs,1150000,Quetta,1998,"90,000km",Petrol,1500cc,Manual,Not Certified,Customer,90000
Suzuki Mehran  2015 ,PKR 12 lacs,1200000,Multan,2015,"70,000km",Petrol,800cc,Manual,Not Certified,Customer,70000
Suzuki Alto  2012 ECO-S,PKR 20 lacs,2000000,Lahore,2012,"110,000km",Petrol,660cc,Automatic,Not Certified,Customer,110000
Suzuki Cultus  2000 VXR,PKR 5.6 lacs,560000,Karachi,2000,"1,593km",Petrol,1000cc,Manual,Not Certified,PakWheels,1593
Suzuki Cultus  2007 VXR,PKR 7.6 lacs,760000,Karachi,2007,"399,100km",Petrol,1000cc,Manual,Not Certified,Customer,399100
Honda Vezel  2016 Hybrid Z Honda Sensing ,PKR 58.5 lacs,5850000,Islamabad,2016,"109,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,109000
Toyota Hilux  2024 Revo Rocco,PKR 1.58 crore,15800000,Lahore,2024,10km,Diesel,2800cc,Automatic,Not Certified,Customer,10
Honda City  2007 i-DSI,PKR 20.75 lacs,2075000,Lahore,2007,"199,000km",Petrol,1300cc,Manual,Not Certified,Customer,199000
Suzuki Wagon R  2017 VXL,PKR 20.5 lacs,2050000,Lahore,2017,"115,000km",Petrol,1000cc,Manual,Not Certified,Customer,115000
Toyota Hiace  2019 GL,PKR 99 lacs,9900000,Karachi,2019,"121,000km",Petrol,2700cc,Automatic,Not Certified,Customer,121000
Toyota Vitz  2014 F 1.0,PKR 33.9 lacs,3390000,Islamabad,2014,"153,000km",Petrol,1000cc,Automatic,Not Certified,Customer,153000
Suzuki Wagon R  2022 AGS,PKR 32.85 lacs,3285000,Sialkot,2022,"28,700km",Petrol,1000cc,Automatic,Not Certified,Customer,28700
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 42.75 lacs,4275000,Islamabad,2016,"75,952km",Petrol,1300cc,Automatic,Not Certified,Customer,75952
Honda Civic EG 1995 EX,PKR 8.75 lacs,875000,Lahore,1995,"95,000km",Petrol,1500cc,Manual,Not Certified,Customer,95000
Toyota Vitz  2014 ,PKR 26.5 lacs,2650000,Abbottabad,2014,"127,563km",Petrol,1000cc,Automatic,Not Certified,Customer,127563
Toyota Yaris  2021 GLI CVT 1.3,PKR 41 lacs,4100000,Lahore,2021,"60,000km",Petrol,1300cc,Automatic,Not Certified,Customer,60000
Suzuki Mehran  2009 VX,PKR 5.8 lacs,580000,Sukkur,2009,"999,001km",Petrol,800cc,Manual,Not Certified,Customer,999001
Toyota Corolla 9th (E120) Generation 2007 XLi,PKR 25.5 lacs,2550000,Islamabad,2007,"123,000km",Petrol,1300cc,Manual,Not Certified,Customer,123000
Honda Civic  2011 VTi Prosmatec 1.8 i-VTEC,PKR 24 lacs,2400000,Gujranwala,2011,"150,000km",Petrol,1800cc,Automatic,Not Certified,Customer,150000
Toyota Corolla  2009 XLi VVTi,PKR 22.25 lacs,2225000,Lahore,2009,"142,500km",Petrol,1300cc,Manual,Not Certified,Customer,142500
Suzuki Wagon R  2021 VXR,PKR 26 lacs,2600000,Gujranwala,2021,"35,000km",Petrol,1000cc,Manual,Not Certified,Customer,35000
Toyota Mark II  2001 Grande 2.0,PKR 27.5 lacs,2750000,Wahcantt,2001,"215,000km",Petrol,2000cc,Automatic,Not Certified,Customer,215000
Toyota Vitz  2001 F 1.0,PKR 18.5 lacs,1850000,Mardan,2001,"110,000km",Petrol,1000cc,Automatic,Not Certified,Customer,110000
Suzuki Cultus  2002 VXR,PKR 5.45 lacs,545000,Karachi,2002,"50,000km",Petrol,1000cc,Manual,Not Certified,Customer,50000
Suzuki Mehran  1991 VX,PKR 3.2 lacs,320000,Multan,1991,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Alto  2010 VXR,PKR 12 lacs,1200000,Kharian,2010,"163,000km",Petrol,1000cc,Manual,Not Certified,Customer,163000
Toyota Aqua  2015 ,PKR 37 lacs,3700000,Karachi,2015,"120,000km",Petrol,1500cc,Automatic,Not Certified,Customer,120000
Suzuki Swift  2012 DLX 1.3,PKR 19.7 lacs,1970000,GujarKhan,2012,"91,000km",Petrol,1300cc,Manual,Not Certified,Customer,91000
Nissan Kicks  2020 XV Premium,PKR 65.5 lacs,6550000,Lahore,2020,"20,050km",Hybrid,1200cc,Automatic,Not Certified,Customer,20050
Suzuki Wagon R  2021 Hybrid FX,PKR 39.5 lacs,3950000,Lahore,2021,"23,000km",Hybrid,660cc,Automatic,Not Certified,Customer,23000
Suzuki Khyber  1991 GA,PKR 3.7 lacs,370000,Bahawalnagar,1991,"114,555km",Petrol,1000cc,Manual,Not Certified,Customer,114555
Toyota Vitz  2019 F Safety 1.0,PKR 45 lacs,4500000,Lahore,2019,"60,000km",Petrol,1000cc,Automatic,Not Certified,Customer,60000
Lexus RX Series  2010 450h,PKR 87 lacs,8700000,Lahore,2010,"150,000km",Petrol,3500cc,Automatic,Not Certified,Customer,150000
Toyota Vitz  2020 F Safety 1.0,PKR 56.75 lacs,5675000,Lahore,2020,"29,000km",Petrol,1000cc,Automatic,Not Certified,Customer,29000
Nissan Note  2021 e-Power S,PKR 73.5 lacs,7350000,Lahore,2021,"25,000km",Hybrid,1200cc,Automatic,Not Certified,Customer,25000
Toyota Platz  2005 F 1.0,PKR 15.8 lacs,1580000,Karachi,2005,"7,000km",Petrol,1000cc,Automatic,Not Certified,Customer,7000
Honda Civic 11th Generation 2024 Oriel,PKR 86 lacs,8600000,Karachi,2024,"2,000km",Petrol,1500cc,Automatic,Not Certified,Customer,2000
Suzuki Mehran  2016 VXR Euro II,PKR 12.15 lacs,1215000,Multan,2016,"82,000km",Petrol,796cc,Manual,Not Certified,Customer,82000
Mitsubishi Ek Wagon  2007 ,PKR 15.1 lacs,1510000,Karachi,2007,"150,000km",Petrol,660cc,Automatic,Not Certified,Customer,150000
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC,PKR 33.8 lacs,3379999,Faisalabad,2013,"156,000km",Petrol,1800cc,Automatic,Not Certified,Customer,156000
KIA Grand Carnival  2022 GLS,PKR 1.45 crore,14500000,Karachi,2022,"52,000km",Petrol,3470cc,Automatic,Not Certified,Customer,52000
Suzuki Cultus  2002 VXR,PKR 7 lacs,700000,Lahore,2002,1km,Petrol,1000cc,Manual,Not Certified,Customer,1
Honda City 6th Generation 2022 1.5L CVT,PKR 48 lacs,4800000,Lahore,2022,"21,000km",Petrol,1500cc,Automatic,Not Certified,Customer,21000
Suzuki Mehran  2010 VXR,PKR 7.1 lacs,710000,Lahore,2010,"14,420km",Petrol,800cc,Manual,Not Certified,Customer,14420
FAW V2  2018 VCT-i,PKR 21 lacs,2100000,Islamabad,2018,"75,000km",Petrol,1300cc,Manual,Not Certified,Customer,75000
Honda Fit  2014 1.5 Hybrid Smart Selection,PKR 33.5 lacs,3350000,Karachi,2014,"150,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,150000
Suzuki Cultus  2006 VXR (CNG),PKR 10 lacs,1000000,Abbottabad,2006,"21,842km",Petrol,1000cc,Manual,Not Certified,Customer,21842
Suzuki Cultus  2015 EURO II,PKR 19 lacs,1900000,Rawalpindi,2015,"91,407km",Petrol,1000cc,Manual,Not Certified,Customer,91407
Honda City 6th Generation 2022 1.5L CVT,PKR 45.9 lacs,4590000,Chakwal,2022,"38,000km",Petrol,1500cc,Automatic,Not Certified,Customer,38000
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 24.5 lacs,2450000,Karachi,2013,"126,000km",Petrol,1300cc,Manual,Not Certified,Customer,126000
Suzuki Mehran  2017 VXR Euro II,PKR 13.5 lacs,1350000,Kasur,2017,"67,000km",Petrol,796cc,Manual,Not Certified,Customer,67000
Suzuki Margalla  1990 ,PKR 7.5 lacs,750000,Lahore,1990,"78,721km",Petrol,1000cc,Manual,Not Certified,Customer,78721
Toyota Corolla  2017 ,PKR 38 lacs,3800000,MianWali,2017,"65,000km",Petrol,1300cc,Manual,Not Certified,Customer,65000
Daihatsu Taft  2022 G Turbo,PKR 41 lacs,4100000,Islamabad,2022,"21,320km",Petrol,660cc,Automatic,Not Certified,Customer,21320
Toyota Yaris  2021 ATIV CVT 1.3,PKR 47 lacs,4700000,Karachi,2021,"73,000km",Petrol,1300cc,Automatic,Not Certified,Customer,73000
Suzuki Alto  2014 ECO-S,PKR 17.75 lacs,1775000,Karachi,2014,"98,000km",Petrol,660cc,Automatic,Not Certified,Customer,98000
Honda City  2018 1.3 i-VTEC Prosmatec,PKR 39 lacs,3900000,Gujranwala,2018,"67,000km",Petrol,1300cc,Automatic,Not Certified,Customer,67000
Suzuki FX  1986 GA,PKR 2.2 lacs,220000,Multan,1986,"3,700km",Petrol,800cc,Manual,Not Certified,Customer,3700
Suzuki Alto  2012 ,PKR 11.5 lacs,1150000,Peshawar,2012,"100,000km",Petrol,1000cc,Manual,Not Certified,Customer,100000
Daihatsu Mira  2015 G Smart Drive Package,PKR 25.45 lacs,2545000,Islamabad,2015,"87,000km",Petrol,660cc,Automatic,Not Certified,Customer,87000
Toyota Corolla  2018 GLi Automatic 1.3 VVTi,PKR 38.65 lacs,3865000,Karachi,2018,"108,000km",Petrol,1300cc,Automatic,Not Certified,Customer,108000
Honda City  2007 i-DSI,PKR 16.85 lacs,1685000,Lahore,2007,"123,456km",Petrol,1300cc,Manual,Not Certified,Customer,123456
KIA Sportage  2021 AWD,PKR 65 lacs,6500000,Islamabad,2021,"67,000km",Petrol,2000cc,Automatic,Not Certified,Customer,67000
Suzuki Khyber  1986 ,PKR 6.5 lacs,650000,Peshawar,1986,"123,456km",Petrol,1000cc,Manual,Not Certified,Customer,123456
Suzuki Mehran  2011 VX,PKR 8.5 lacs,850000,Gujrat,2011,"27,000km",Petrol,800cc,Manual,Not Certified,Customer,27000
Suzuki Cultus  2021 VXR,PKR 30.85 lacs,3085000,Islamabad,2021,"49,000km",Petrol,1000cc,Manual,Not Certified,Customer,49000
Suzuki Alto  2022 VXR,PKR 25.3 lacs,2530000,Islamabad,2022,"90,000km",Petrol,660cc,Manual,Not Certified,Customer,90000
Toyota Cami  1992 ,PKR 14.5 lacs,1450000,Mansehra,1992,"234,567km",Petrol,1300cc,Manual,Not Certified,Customer,234567
Honda Civic Eagle Eye 2005 VTi Oriel UG Prosmatec 1.6,PKR 19 lacs,1900000,Karachi,2005,"12,560km",Petrol,1600cc,Automatic,Not Certified,Customer,12560
KIA Stonic  2024 EX+,PKR 58 lacs,5800000,Lahore,2024,100km,Petrol,1400cc,Automatic,Not Certified,Customer,100
Subaru Sambar   2017 ,PKR 10 lacs,1000000,Gujranwala,2017,"160,000km",Petrol,660cc,Automatic,Not Certified,Customer,160000
Daihatsu Cuore  2003 CX Eco,PKR 6.5 lacs,650000,Kallurkot,2003,"150,000km",Petrol,800cc,Manual,Not Certified,Customer,150000
Toyota Vitz  2006 ,PKR 23 lacs,2300000,Nowsheracantt,2006,11km,Petrol,1000cc,Automatic,Not Certified,Customer,11
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior,PKR 72 lacs,7200000,Multan,2022,"18,000km",Petrol,1800cc,Automatic,Not Certified,Customer,18000
Toyota Corolla  2024 Altis 1.6 X CVT-i Special Edition,PKR 71 lacs,7100000,Hyderabad,2024,"16,500km",Petrol,1600cc,Automatic,Not Certified,Customer,16500
Toyota Vitz  2000 FL 1.0,PKR 16.95 lacs,1695000,Islamabad,2000,"250,000km",Petrol,1000cc,Automatic,Not Certified,Customer,250000
Honda City  2001 EXi S Automatic,PKR 10.45 lacs,1044999,Karachi,2001,"180,000km",Petrol,1500cc,Automatic,Not Certified,Customer,180000
Toyota Yaris  2023 ATIV X CVT 1.5,PKR 53 lacs,5300000,Attock,2023,"8,500km",Petrol,1500cc,Automatic,Not Certified,Customer,8500
Toyota Vitz  2007 ,PKR 21 lacs,2100000,Multan,2007,"140,000km",Petrol,1300cc,Automatic,Not Certified,Customer,140000
Suzuki Cultus  2021 VXR,PKR 30.5 lacs,3050000,Multan,2021,"40,000km",Petrol,1000cc,Manual,Not Certified,Customer,40000
Suzuki Cultus  2008 VXRi,PKR 8.9 lacs,890000,Lahore,2008,"142,574km",Petrol,1000cc,Manual,Not Certified,Customer,142574
Honda Civic  2021 Oriel 1.8 i-VTEC CVT,PKR 64.5 lacs,6450000,Gujrat,2021,"42,000km",Petrol,1800cc,Automatic,Not Certified,Customer,42000
Subaru Justy  1993 ,PKR 3 lacs,300000,Rawalpindi,1993,"3,166km",Petrol,1000cc,Manual,Not Certified,Customer,3166
Suzuki Cultus  2007 VXRi,PKR 11.5 lacs,1150000,Muzaffarabad,2007,"119,000km",Petrol,1000cc,Manual,Not Certified,Customer,119000
Suzuki Alto  2016 L,PKR 26.5 lacs,2650000,Rawalpindi,2016,"86,000km",Petrol,660cc,Automatic,Not Certified,Customer,86000
Toyota Vitz  2008 ,PKR 22.5 lacs,2250000,Swabi,2008,"98,000km",Petrol,1000cc,Automatic,Not Certified,Customer,98000
Suzuki Mehran  2010 ,PKR 6.5 lacs,650000,Karachi,2010,"35,000km",Petrol,800cc,Manual,Not Certified,Customer,35000
Suzuki Mehran  2013 VXR Euro II,PKR 12 lacs,1200000,Islamabad,2013,"140,000km",Petrol,796cc,Manual,Not Certified,Customer,140000
Suzuki Khyber  1997 GA,PKR 7.5 lacs,750000,Lahore,1997,"41,000km",Petrol,1000cc,Manual,Not Certified,Customer,41000
Honda City  2012 1.3 i-VTEC,PKR 26.85 lacs,2685000,Lahore,2012,"112,000km",Petrol,1300cc,Manual,Not Certified,Customer,112000
Toyota Corolla  2012 GLi 1.3 VVTi,PKR 29.5 lacs,2950000,Islamabad,2012,"312,500km",Petrol,1300cc,Manual,Not Certified,Customer,312500
Suzuki Alto  2014 ECO-S,PKR 18.9 lacs,1889999,Karachi,2014,85km,Petrol,660cc,Automatic,Not Certified,Customer,85
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 36 lacs,3600000,Qalandarabad,2016,"117,500km",Petrol,1300cc,Manual,Not Certified,Customer,117500
Suzuki Cultus  2015 EURO II,PKR 14.5 lacs,1450000,Karachi,2015,"113,000km",Petrol,1000cc,Manual,Not Certified,Customer,113000
Suzuki Cultus  2004 VXR,PKR 5.6 lacs,560000,Karachi,2004,"100,000km",Petrol,1000cc,Manual,Not Certified,Customer,100000
Suzuki Mehran  2019 VXR Euro II,PKR 16.3 lacs,1630000,Islamabad,2019,"25,000km",Petrol,796cc,Manual,Not Certified,Customer,25000
Suzuki Swift  2019 DLX Automatic 1.3 Navigation,PKR 29 lacs,2900000,Karachi,2019,"19,000km",Petrol,1300cc,Automatic,Not Certified,Customer,19000
Toyota Corolla  1994 ,PKR 13.5 lacs,1350000,Peshawar,1994,"50,000km",Petrol,1600cc,Manual,Not Certified,Customer,50000
Honda Civic 11th Generation 2022 Oriel,PKR 74 lacs,7400000,Karachi,2022,"53,200km",Petrol,1500cc,Automatic,Not Certified,Customer,53200
Suzuki Khyber  1997 GA,PKR 8.2 lacs,819999,Rawalpindi,1997,"50,000km",Petrol,1000cc,Manual,Not Certified,Customer,50000
Suzuki Mehran  2017 VXR Euro II,PKR 12.9 lacs,1290000,Karachi,2017,"73,000km",Petrol,800cc,Manual,Not Certified,Customer,73000
Suzuki Cultus  2006 VXR,PKR 7.2 lacs,720000,Peshawar,2006,"100,000km",Petrol,1000cc,Manual,Not Certified,Customer,100000
Prince Pearl  2021 MT,PKR 13.5 lacs,1350000,Shahdara,2021,"17,000km",Petrol,800cc,Manual,Not Certified,Customer,17000
KIA Sportage  2020 FWD,PKR 63 lacs,6300000,Gujranwala,2020,"103,400km",Petrol,2000cc,Automatic,Not Certified,Customer,103400
Honda City  2001 EXi S,PKR 12.5 lacs,1250000,Kallurkot,2001,"100,000km",Petrol,1500cc,Manual,Not Certified,Customer,100000
Suzuki Swift  2023 GLX CVT,PKR 45.95 lacs,4595000,Islamabad,2023,"18,000km",Petrol,1200cc,Automatic,Not Certified,Customer,18000
Honda Civic  1998 EXi,PKR 10.5 lacs,1050000,Rawalpindi,1998,"99,999km",Petrol,1500cc,Manual,Not Certified,Customer,99999
Toyota Yaris  2020 ATIV X CVT 1.5,PKR 44.5 lacs,4450000,Gujranwala,2020,"38,000km",Petrol,1500cc,Automatic,Not Certified,Customer,38000
Honda Civic Rebirth 2013 VTi Oriel 1.8 i-VTEC,PKR 29.5 lacs,2950000,Faisalabad,2013,"105,000km",Petrol,1800cc,Manual,Not Certified,Customer,105000
Suzuki Wagon R  2019 VXR,PKR 21.35 lacs,2135000,Lahore,2019,"72,000km",Petrol,1000cc,Manual,Not Certified,Customer,72000
Suzuki Wagon R  2021 AGS,PKR 31.5 lacs,3150000,Rawalpindi,2021,"48,000km",Petrol,1000cc,Automatic,Not Certified,Customer,48000
Suzuki Margalla  1992 GL,PKR 8.2 lacs,819999,Sargodha,1992,"10,000km",Petrol,1300cc,Manual,Not Certified,Customer,10000
Toyota Corolla  2011 GLi 1.3 VVTi,PKR 20 lacs,2000000,Gujranwala,2011,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC,PKR 30 lacs,3000000,Karachi,2013,"123,456km",Petrol,1800cc,Automatic,Not Certified,Customer,123456
Daihatsu Move  2013 Custom X,PKR 23 lacs,2300000,Sahiwal,2013,"105,000km",Petrol,660cc,Automatic,Not Certified,Customer,105000
Toyota Corolla  2024 Altis Grande X CVT-i 1.8 Beige Interior,PKR 82 lacs,8200000,Karachi,2024,65km,Petrol,1800cc,Automatic,Not Certified,Customer,65
Nissan Dayz  2021 ,PKR 33.25 lacs,3325000,Lahore,2021,"25,768km",Petrol,660cc,Automatic,Not Certified,Customer,25768
Nissan Dayz  2020 Highway Star X,PKR 37 lacs,3700000,Islamabad,2020,"59,000km",Petrol,660cc,Automatic,Not Certified,Customer,59000
Toyota Aqua  2012 G,PKR 30.5 lacs,3050000,Islamabad,2012,"12,345km",Hybrid,1500cc,Automatic,Not Certified,Customer,12345
Suzuki Ravi  2018 Euro II,PKR 11.5 lacs,1150000,Islamabad,2018,"55,000km",Petrol,800cc,Manual,Not Certified,Customer,55000
Honda City 5th (GM2) Generation 2009 1.3 i-VTEC,PKR 21.5 lacs,2150000,Multan,2009,"5,555km",Petrol,1300cc,Manual,Not Certified,Customer,5555
