Name,PriceInText,Price,City,Year,Distance,Fuel,HorsePower,Transmission,Certified,ManagedBy,Distance2
Toyota Corolla  1988 ,PKR 9 lacs,900000,Gujrat,1988,"259,186km",Diesel,3000cc,Manual,Not Certified,Customer,259186
Toyota Corolla 8th (E110) Generation 1998 GLi 1.6,PKR 10.55 lacs,1055000,Karachi,1998,"175,000km",Petrol,1600cc,Manual,Not Certified,Customer,175000
Toyota Corolla  2009 XLi VVTi,PKR 20.1 lacs,2010000,Peshawar,2009,"148,700km",Petrol,1300cc,Manual,Not Certified,Customer,148700
Toyota Hiace  2013 DX,PKR 47 lacs,4700000,Rawalpindi,2013,"340,886km",Petrol,2700cc,Automatic,Not Certified,Customer,340886
Daihatsu Cuore  1994 ,PKR 7.23 lacs,723000,Karachi,1994,"230,000km",Petrol,800cc,Automatic,Not Certified,Customer,230000
Toyota Corolla  2010 GLi 1.3 VVTi,PKR 19.5 lacs,1950000,Multan,2010,"123,456km",Petrol,1300cc,Manual,Not Certified,Customer,123456
Toyota Corolla 8th (E110) Generation 1995 XE,PKR 12 lacs,1200000,Hyderabad,1995,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
Toyota Prado  2012 TX L Package 2.7,PKR 1.68 crore,16800000,Karachi,2012,"79,000km",Petrol,2700cc,Automatic,Not Certified,Customer,79000
Toyota Belta  2008 G 1.3,PKR 23.5 lacs,2350000,Faisalabad,2008,"160,000km",Petrol,1300cc,Automatic,Not Certified,Customer,160000
Toyota Corolla  2018 Altis Grande 1.8,PKR 55 lacs,5500000,Karachi,2018,"99,500km",Petrol,1800cc,Automatic,Not Certified,Customer,99500
Suzuki Mehran  2017 VXR Euro II,PKR 13.5 lacs,1350000,Islamabad,2017,"45,600km",Petrol,800cc,Manual,Not Certified,Customer,45600
Honda Civic 11th Generation 2024 Oriel,PKR 88 lacs,8800000,Lahore,2024,1km,Petrol,1500cc,Automatic,Not Certified,Customer,1
Hyundai i10  2014 ,PKR 32 lacs,3200000,Jhelum,2014,"44,000km",Petrol,1000cc,Manual,Not Certified,Customer,44000
Honda Civic Eagle Eye 2005 EXi Prosmatec,PKR 27.75 lacs,2775000,Karachi,2005,"49,500km",Petrol,1500cc,Automatic,Not Certified,Customer,49500
Toyota Corolla  2017 Altis Grande CVT-i 1.8,PKR 50.5 lacs,5050000,Peshawar,2017,"92,000km",Petrol,1800cc,Automatic,Not Certified,Customer,92000
Honda City  2022 1.5L ASPIRE CVT,PKR 48.2 lacs,4820000,Islamabad,2022,"47,000km",Petrol,1500cc,Automatic,Not Certified,Customer,47000
Toyota Corolla  2017 Altis Grande CVT-i 1.8,PKR 64 lacs,6400000,Lahore,2017,"108,000km",Petrol,1800cc,Automatic,Not Certified,Customer,108000
Honda Civic  2003 VTi Oriel Prosmatec 1.6,PKR 15.99 lacs,1599000,Faisalabad,2003,"170,000km",Petrol,1600cc,Automatic,Not Certified,Customer,170000
KIA Sportage  2023 AWD,PKR 81.5 lacs,8150000,Lahore,2023,"20,000km",Petrol,2000cc,Automatic,Not Certified,Customer,20000
Hyundai Elantra  2022 GL,PKR 57 lacs,5700000,Faisalabad,2022,"42,000km",Petrol,1600cc,Automatic,Not Certified,Customer,42000
Suzuki Cultus  2006 VXR,PKR 7.35 lacs,735000,Faisalabad,2006,"137,000km",Petrol,1000cc,Manual,Not Certified,Customer,137000
Toyota Aqua  2014 G LED Soft Leather Selection ,PKR 35.9 lacs,3590000,Mirpurmathelo,2014,"99,999km",Hybrid,1500cc,Automatic,Not Certified,Customer,99999
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC,PKR 23.2 lacs,2320000,Attock,2007,"97,000km",Petrol,1800cc,Automatic,Not Certified,Customer,97000
Changan Karvaan  2021 Plus,PKR 21.8 lacs,2180000,Karachi,2021,"50,000km",Petrol,1000cc,Manual,Not Certified,Customer,50000
Toyota Vitz  2014 F 1.0,PKR 27.5 lacs,2750000,Karachi,2014,"103,000km",Petrol,1000cc,Automatic,Not Certified,Customer,103000
Toyota Pixis Space  2015 L,PKR 19.5 lacs,1950000,Karachi,2015,"65,370km",Petrol,660cc,Automatic,Not Certified,PakWheels,65370
Toyota Hiace  2012 DX,PKR 44 lacs,4400000,Rawalpindi,2012,"100,000km",Petrol,2700cc,Automatic,Not Certified,Customer,100000
Suzuki Potohar  1995 Basegrade,PKR 12.2 lacs,1220000,Karachi,1995,"12,345km",Petrol,1000cc,Manual,Not Certified,Customer,12345
Toyota Yaris Hatchback  2021 ,PKR 52 lacs,5200000,Faisalabad,2021,"52,000km",Petrol,1000cc,Automatic,Not Certified,Customer,52000
Suzuki Alto  2012 VXR,PKR 15.5 lacs,1550000,Taxila,2012,"1,000km",Petrol,1000cc,Manual,Not Certified,Customer,1000
Suzuki Wagon R  2017 VXR,PKR 19.2 lacs,1920000,Rawalpindi,2017,"85,000km",Petrol,1000cc,Manual,Not Certified,Customer,85000
KIA Classic  2001 ,PKR 5.7 lacs,570000,Rawalpindi,2001,"150,000km",Petrol,1300cc,Manual,Not Certified,Customer,150000
Suzuki Wagon R  2011 ,PKR 20.5 lacs,2050000,Rawalpindi,2011,"179,000km",Petrol,660cc,Automatic,Not Certified,Customer,179000
Suzuki Mehran  2006 VXR (CNG),PKR 6.3 lacs,630000,Islamabad,2006,"194,000km",Petrol,800cc,Manual,Not Certified,Customer,194000
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC,PKR 34.5 lacs,3450000,Lahore,2018,"123,000km",Petrol,1300cc,Manual,Not Certified,Customer,123000
Toyota Corolla  2007 ,PKR 27 lacs,2700000,Karachi,2007,"73,000km",Petrol,1300cc,Manual,Not Certified,Customer,73000
Jeep M 151  1960 Standard,PKR 12 lacs,1200000,Islamabad,1960,"200,000km",Diesel,2300cc,Manual,Not Certified,Customer,200000
Toyota Corolla Fielder  2006 X G Edition,PKR 31 lacs,3100000,Islamabad,2006,"240,000km",Petrol,1500cc,Automatic,Not Certified,Customer,240000
Honda Civic EK 1996 EXi,PKR 9.5 lacs,950000,Peshawar,1996,"12,345km",Petrol,1500cc,Manual,Not Certified,Customer,12345
Daihatsu Charade  1984 ,PKR 4.2 lacs,420000,Rawalpindi,1984,"123,456km",Petrol,1000cc,Manual,Not Certified,Customer,123456
Toyota Corolla  2010 GLi 1.3 VVTi,PKR 21.5 lacs,2150000,Islamabad,2010,"170,000km",Petrol,1300cc,Manual,Not Certified,Customer,170000
Toyota Prius  2012 S Touring Selection 1.8,PKR 42.5 lacs,4250000,Rawalpindi,2012,"286,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,286000
Toyota Vitz  2012 Jewela 1.0,PKR 24.75 lacs,2475000,Lahore,2012,"126,000km",Petrol,1000cc,Automatic,Not Certified,Customer,126000
Nissan Dayz  2020 ,PKR 32 lacs,3200000,Sargodha,2020,"48,000km",Petrol,660cc,Automatic,Not Certified,Customer,48000
Suzuki Mehran  2000 VX,PKR 6.2 lacs,620000,Peshawar,2000,"26,000km",Petrol,800cc,Manual,Not Certified,Customer,26000
Toyota Corolla 8th (E110) Generation 1998 2.0D Limited,PKR 14.35 lacs,1435000,Islamabad,1998,"150,000km",Diesel,2000cc,Manual,Not Certified,Customer,150000
Honda City  2023 1.2L CVT,PKR 47.6 lacs,4760000,Lahore,2023,125km,Petrol,1200cc,Automatic,Not Certified,Customer,125
KIA Stonic  2022 EX+,PKR 50.5 lacs,5050000,Karachi,2022,"19,700km",Petrol,1400cc,Automatic,Not Certified,Customer,19700
Suzuki Mehran  1999 ,PKR 4.75 lacs,475000,Islamabad,1999,"50,000km",Petrol,800cc,Manual,Not Certified,Customer,50000
Toyota Belta  2006 X 1.0,PKR 23 lacs,2300000,Karachi,2006,"106,761km",Petrol,1000cc,Automatic,Certified,PakWheels,106761
Toyota Belta  2007 X 1.0,PKR 18.75 lacs,1875000,Lahore,2007,"100,000km",Petrol,1000cc,Automatic,Not Certified,Customer,100000
Honda Civic  2003 VTi Oriel 1.6,PKR 13.7 lacs,1370000,Peshawar,2003,"123,456km",Petrol,1600cc,Manual,Not Certified,Customer,123456
Suzuki Alto  2001 VXR,PKR 7.8 lacs,780000,Bahawalnagar,2001,"120,000km",Petrol,1000cc,Manual,Not Certified,Customer,120000
Toyota Corolla  1998 GLi 1.6,PKR 16.95 lacs,1695000,Karachi,1998,"130,000km",Petrol,1600cc,Automatic,Not Certified,Customer,130000
Mitsubishi Pajero  1993 Exceed 2.8D,PKR 24.5 lacs,2450000,Lahore,1993,"175,000km",Diesel,2800cc,Manual,Not Certified,Customer,175000
Honda City  2001 EXi S,PKR 7.95 lacs,795000,Wahcantt,2001,"27,000km",Petrol,1500cc,Manual,Not Certified,Customer,27000
Suzuki Alto  2022 VXR,PKR 25.25 lacs,2525000,Islamabad,2022,"37,000km",Petrol,660cc,Manual,Not Certified,Customer,37000
Fiat Uno  2003 ,PKR 4.5 lacs,450000,Lahore,2003,"100,000km",Diesel,1700cc,Manual,Not Certified,Customer,100000
Suzuki Bolan  2005 ,PKR 6.4 lacs,640000,Karachi,2005,"150,000km",Petrol,800cc,Manual,Not Certified,Customer,150000
Suzuki Alto  2024 VXR,PKR 28.5 lacs,2850000,Abbottabad,2024,"1,668km",Petrol,660cc,Manual,Not Certified,Customer,1668
Suzuki Swift  2014 DLX 1.3,PKR 21.25 lacs,2125000,Pirmahal,2014,"63,000km",Petrol,1300cc,Manual,Not Certified,Customer,63000
Suzuki Alto  2007 E,PKR 15.85 lacs,1585000,Karachi,2007,"73,000km",Petrol,660cc,Automatic,Not Certified,Customer,73000
Suzuki Mehran  2004 VX,PKR 6 lacs,600000,Islamabad,2004,"12,345km",Petrol,800cc,Manual,Not Certified,Customer,12345
Toyota Avanza  2011 Up Spec 1.5,PKR 29.5 lacs,2950000,Muzaffarabad,2011,"222,222km",Petrol,1500cc,Manual,Not Certified,Customer,222222
Suzuki Alto  2002 ,PKR 6.5 lacs,650000,Karachi,2002,"95,000km",Petrol,1000cc,Manual,Not Certified,Customer,95000
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC,PKR 37.5 lacs,3750000,Multan,2019,"61,000km",Petrol,1300cc,Manual,Not Certified,Customer,61000
Suzuki Bolan  1982 ,PKR 2.7 lacs,270000,Karachi,1982,"10,000km",Petrol,800cc,Manual,Not Certified,Customer,10000
Nissan Dayz  2021 Highway star X,PKR 37.5 lacs,3750000,Rawalpindi,2021,"3,500km",Petrol,660cc,Automatic,Not Certified,Customer,3500
Mercedes Benz E Class  1977 ,PKR 30 lacs,3000000,Karachi,1977,1km,Diesel,3000cc,Manual,Not Certified,Customer,1
Honda Civic  2002 VTi Oriel 1.6,PKR 15 lacs,1500000,Rawat,2002,"12,434km",Petrol,1600cc,Manual,Not Certified,Customer,12434
Suzuki Alto  2021 ,PKR 33 lacs,3300000,Peshawar,2021,"32,000km",Petrol,660cc,Automatic,Not Certified,Customer,32000
Mercedes Benz C Class  2015 C180 AMG,PKR 1.6 crore,16000000,Islamabad,2015,"92,000km",Petrol,1600cc,Automatic,Not Certified,Customer,92000
Honda City 6th Generation 2022 1.2L CVT,PKR 45 lacs,4500000,Burewala,2022,"39,000km",Petrol,1200cc,Automatic,Not Certified,Customer,39000
Toyota Platz  2003 ,PKR 15.2 lacs,1520000,Multan,2003,"150,000km",Petrol,1000cc,Automatic,Not Certified,Customer,150000
Suzuki Khyber  1994 GA,PKR 2.8 lacs,280000,Karachi,1994,"123,456km",Petrol,1000cc,Manual,Not Certified,Customer,123456
Suzuki Mehran  2009 VX (CNG),PKR 6.3 lacs,630000,Lahore,2009,"12,345km",Petrol,800cc,Manual,Not Certified,Customer,12345
Toyota Corolla  2020 GLi 1.3 VVTi Special Edition,PKR 52.5 lacs,5250000,Sargodha,2020,"16,356km",Petrol,1300cc,Manual,Not Certified,Customer,16356
Toyota Ractis  2012 ,PKR 20.5 lacs,2050000,Lahore,2012,"86,000km",Petrol,1300cc,Automatic,Not Certified,Customer,86000
Nissan Murano  2005 ,PKR 45 lacs,4500000,Islamabad,2005,"100,000km",Petrol,3500cc,Automatic,Not Certified,Customer,100000
Mazda Flair  2021 XG,PKR 36 lacs,3600000,Mardan,2021,"29,000km",Petrol,660cc,Automatic,Not Certified,Customer,29000
Suzuki Cultus  2005 VXR,PKR 7.6 lacs,760000,Lahore,2005,"123,456km",Petrol,1000cc,Manual,Not Certified,Customer,123456
Suzuki Mehran  1990 VXR,PKR 5.4 lacs,540000,Attock,1990,"99,999km",Petrol,800cc,Manual,Not Certified,Customer,99999
Nissan Sunny  1989 EX Saloon 1.3,PKR 8.5 lacs,850000,RahimYarKhan,1989,198km,Petrol,1300cc,Manual,Not Certified,Customer,198
Toyota Prius  2010 G Touring Selection 1.8,PKR 41 lacs,4100000,Batkhela,2010,"142,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,142000
Suzuki Mehran  1997 VXR,PKR 4.35 lacs,434999,Lahore,1997,"12,345km",Petrol,800cc,Manual,Not Certified,Customer,12345
Toyota Vitz  2015 ,PKR 32 lacs,3200000,Karachi,2015,"100,000km",Petrol,1000cc,Automatic,Not Certified,Customer,100000
Mitsubishi Lancer  2005 GLX SR 1.6,PKR 16.5 lacs,1650000,Islamabad,2005,"270,000km",Petrol,1600cc,Manual,Not Certified,Customer,270000
Toyota Vitz  2006 F 1.0,PKR 19.5 lacs,1950000,Islamabad,2006,"170,000km",Petrol,1000cc,Automatic,Not Certified,Customer,170000
Suzuki Bolan  2006 VX (CNG),PKR 6.3 lacs,630000,Karachi,2006,"3,000km",Petrol,800cc,Manual,Not Certified,Customer,3000
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC,PKR 22 lacs,2200000,Karachi,2013,"142,706km",Petrol,1300cc,Manual,Not Certified,PakWheels,142706
Honda Civic  2017 Turbo 1.5 VTEC CVT,PKR 52 lacs,5200000,MirpurAK,2017,85km,Petrol,1500cc,Automatic,Not Certified,Customer,85
MG HS  2021 Trophy,PKR 64.5 lacs,6450000,Multan,2021,"30,000km",Petrol,1500cc,Automatic,Not Certified,Customer,30000
KIA Sportage  2020 AWD,PKR 66 lacs,6600000,Lahore,2020,"65,000km",Petrol,2000cc,Automatic,Not Certified,Customer,65000
Suzuki Mehran  2005 VX,PKR 6.5 lacs,650000,Abbottabad,2005,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Honda City 5th (GM2) Generation 2016 Aspire 1.3 i-VTEC,PKR 31.5 lacs,3150000,Kasur,2016,"168,000km",Petrol,1300cc,Manual,Not Certified,Customer,168000
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC,PKR 28.5 lacs,2850000,Bahawalpur,2013,"110,000km",Petrol,1300cc,Manual,Not Certified,Customer,110000
Suzuki Cultus  2005 VXR,PKR 8.25 lacs,825000,Karoorpacca,2005,"80,000km",Petrol,1000cc,Manual,Not Certified,Customer,80000
Suzuki Bolan  2021 VX Euro II,PKR 17.25 lacs,1725000,Sialkot,2021,"58,500km",Petrol,800cc,Manual,Not Certified,Customer,58500
KIA Picanto  2022 1.0 AT,PKR 32 lacs,3200000,RahimYarKhan,2022,"9,500km",Petrol,1000cc,Automatic,Not Certified,Customer,9500
Honda Vezel  2015 Hybrid X L Package,PKR 49 lacs,4900000,Peshawar,2015,"115,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,115000
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 36.5 lacs,3650000,Lahore,2016,"150,000km",Petrol,1300cc,Automatic,Not Certified,Customer,150000
KIA Grand Carnival  2021 Executive,PKR 87 lacs,8700000,Sialkot,2021,"45,000km",Petrol,3300cc,Automatic,Not Certified,Customer,45000
Suzuki Wagon R  2015 VXL,PKR 16.5 lacs,1650000,Mansehra,2015,"115,000km",Petrol,1000cc,Manual,Not Certified,Customer,115000
Suzuki Bolan  2022 VX Euro II,PKR 19.5 lacs,1950000,Islamabad,2022,123km,Petrol,800cc,Manual,Not Certified,Customer,123
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition,PKR 60.75 lacs,6075000,Karachi,2022,"22,000km",Petrol,1598cc,Automatic,Not Certified,Customer,22000
Suzuki Khyber  1990 GA,PKR 5.2 lacs,520000,Lahore,1990,"350,000km",Petrol,1000cc,Manual,Not Certified,Customer,350000
Toyota Yaris  2020 ATIV CVT 1.3,PKR 42 lacs,4200000,Karachi,2020,"18,000km",Petrol,1300cc,Automatic,Not Certified,Customer,18000
Toyota Yaris  2024 GLI CVT 1.3,PKR 50 lacs,5000000,Lahore,2024,21km,Petrol,1300cc,Automatic,Not Certified,Customer,21
Suzuki Alto  2022 VXR,PKR 25.5 lacs,2550000,Jhelum,2022,"42,000km",Petrol,660cc,Manual,Not Certified,Customer,42000
Toyota Prius  2017 A Premium,PKR 76 lacs,7600000,Lahore,2017,"22,206km",Hybrid,1800cc,Automatic,Not Certified,PakWheels,22206
Suzuki Swift  2013 DX 1.3,PKR 17.5 lacs,1750000,Lahore,2013,"169,083km",Petrol,1300cc,Manual,Not Certified,PakWheels,169083
Toyota Corolla  2020 Altis Manual 1.6,PKR 52 lacs,5200000,Bahawalnagar,2020,"162,000km",Petrol,1600cc,Manual,Not Certified,Customer,162000
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec,PKR 35.5 lacs,3550000,Karachi,2019,"102,000km",Petrol,1300cc,Automatic,Not Certified,Customer,102000
Suzuki Alto  2020 VX,PKR 22 lacs,2200000,Sialkot,2020,"85,000km",Petrol,660cc,Manual,Not Certified,Customer,85000
Toyota Prado 2nd (J90) Generation 1997 RZ 3.0D (3-Door),PKR 46 lacs,4600000,Abbottabad,1997,"90,000km",Diesel,3000cc,Automatic,Not Certified,Customer,90000
Toyota Corolla 8th (E110) Generation 1997 SE Limited,PKR 23 lacs,2300000,Peshawar,1997,"127,000km",Petrol,1500cc,Automatic,Not Certified,Customer,127000
Suzuki Baleno  2003 JXL,PKR 10 lacs,1000000,Faisalabad,2003,"350,000km",Petrol,1300cc,Manual,Not Certified,Customer,350000
Suzuki Every Wagon  2015 ,PKR 22.5 lacs,2250000,Depalpur,2015,"94,000km",Petrol,660cc,Automatic,Not Certified,Customer,94000
Suzuki Mehran  2015 VX Euro II,PKR 11.1 lacs,1110000,Islamabad,2015,"12,345km",Petrol,800cc,Manual,Not Certified,Customer,12345
Daihatsu Tanto  2020 ,PKR 30.5 lacs,3050000,Lahore,2020,"69,000km",Petrol,660cc,Automatic,Not Certified,Customer,69000
Toyota Vitz  2009 F 1.0,PKR 24.5 lacs,2450000,Faisalabad,2009,"67,800km",Petrol,1000cc,Automatic,Not Certified,Customer,67800
Toyota Corolla 9th (E120) Generation 2007 XLi,PKR 16 lacs,1600000,Faisalabad,2007,1km,Petrol,1300cc,Manual,Not Certified,Customer,1
Suzuki Khyber  1992 GA,PKR 4.5 lacs,450000,Rawalpindi,1992,"120,000km",Petrol,1000cc,Manual,Not Certified,Customer,120000
Daihatsu Cast  2020 Activa G SA III,PKR 32.75 lacs,3275000,Lahore,2020,"40,000km",Petrol,660cc,Automatic,Not Certified,Customer,40000
Toyota Yaris Hatchback  2021 ,PKR 46.85 lacs,4685000,Gujranwala,2021,"51,000km",Petrol,1000cc,Automatic,Not Certified,Customer,51000
Suzuki Mehran  2001 VX,PKR 5.4 lacs,540000,Lahore,2001,"120,000km",Petrol,800cc,Manual,Not Certified,Customer,120000
Daihatsu Mira  2007 ,PKR 17.85 lacs,1785000,Rawalpindi,2007,"204,239km",Petrol,660cc,Automatic,Not Certified,Customer,204239
Toyota Yaris Hatchback  2021 X,PKR 47.75 lacs,4775000,Karachi,2021,"50,000km",Petrol,1000cc,Automatic,Not Certified,Customer,50000
Suzuki Mehran  2017 VX Euro II,PKR 12.5 lacs,1250000,Rawalpindi,2017,"123,456km",Petrol,800cc,Manual,Not Certified,Customer,123456
Honda Civic  2016 Turbo 1.5 VTEC CVT,PKR 48 lacs,4800000,Islamabad,2016,"66,700km",Petrol,1500cc,Automatic,Not Certified,Customer,66700
Toyota Corolla  2009 XLi VVTi,PKR 18.8 lacs,1880000,Kalashahkaku,2009,"123,456km",Petrol,1300cc,Manual,Not Certified,Customer,123456
Suzuki Cultus  2012 EURO II,PKR 13.25 lacs,1325000,Karachi,2012,"123,456km",Petrol,1000cc,Manual,Not Certified,Customer,123456
Suzuki Mehran  2010 VX,PKR 6 lacs,600000,Karachi,2010,"9,999km",Petrol,800cc,Manual,Not Certified,Customer,9999
Honda BR-V  2017 i-VTEC,PKR 37.7 lacs,3770000,Sambrial,2017,"102,150km",Petrol,1500cc,Automatic,Not Certified,Customer,102150
Suzuki Wagon R  2014 FA,PKR 22.5 lacs,2250000,Karachi,2014,"87,000km",Petrol,660cc,Automatic,Not Certified,Customer,87000
Toyota Corolla 9th (E120) Generation 2005 2.0D Saloon,PKR 21 lacs,2100000,KotliAk,2005,"360,000km",Diesel,2000cc,Manual,Not Certified,Customer,360000
Suzuki Mehran  2014 VXR Euro II,PKR 11.5 lacs,1150000,AbdulHakeem,2014,"100,000km",Petrol,796cc,Manual,Not Certified,Customer,100000
Suzuki Liana  2007 LXi Sport,PKR 15 lacs,1500000,Faisalabad,2007,"130,000km",Petrol,1300cc,Manual,Not Certified,Customer,130000
Suzuki Alto  2008 ,PKR 11.5 lacs,1150000,Tarbela,2008,"1,234km",Petrol,1000cc,Manual,Not Certified,Customer,1234
Toyota Corolla  2012 XLi VVTi,PKR 26.5 lacs,2650000,Bhimber,2012,"135,000km",Petrol,1300cc,Manual,Not Certified,Customer,135000
Suzuki Wagon R  2018 VXL,PKR 23 lacs,2300000,Karachi,2018,"90,000km",Petrol,1000cc,Manual,Not Certified,Customer,90000
Suzuki Hustler  2021 ,PKR 33 lacs,3300000,Lahore,2021,"24,000km",Hybrid,660cc,Automatic,Not Certified,Customer,24000
Suzuki Mehran  2006 VXR,PKR 8 lacs,800000,Islamabad,2006,"97,000km",Petrol,800cc,Manual,Not Certified,Customer,97000
Hyundai Santro  2007 Club,PKR 11.5 lacs,1150000,Islamabad,2007,"139,000km",Petrol,1000cc,Manual,Not Certified,Customer,139000
Toyota Corolla  2014 Altis CVT-i 1.8,PKR 36.95 lacs,3695000,Sargodha,2014,"126,000km",Petrol,1800cc,Automatic,Not Certified,Customer,126000
Suzuki Margalla  1997 GLX,PKR 6.25 lacs,625000,Islamabad,1997,"200,000km",Petrol,1300cc,Manual,Not Certified,Customer,200000
Suzuki Alto  2007 VX,PKR 7 lacs,700000,Karachi,2007,"18,000km",Petrol,1000cc,Manual,Not Certified,Customer,18000
Honda City  2018 1.3 i-VTEC Prosmatec,PKR 40 lacs,4000000,Islamabad,2018,"88,000km",Petrol,1300cc,Automatic,Not Certified,Customer,88000
Suzuki Cultus  2022 VXR,PKR 31.8 lacs,3180000,Karachi,2022,"42,000km",Petrol,1000cc,Manual,Not Certified,Customer,42000
Honda Civic  2019 Oriel 1.8 i-VTEC CVT,PKR 58 lacs,5800000,Lahore,2019,"62,000km",Petrol,1800cc,Automatic,Not Certified,Customer,62000
Suzuki Khyber  1998 GA,PKR 6.25 lacs,625000,Lahore,1998,"123,456km",Petrol,1000cc,Manual,Not Certified,Customer,123456
Suzuki Cultus  2006 VXR,PKR 8 lacs,800000,Khanpur,2006,"93,710km",Petrol,1000cc,Manual,Not Certified,Customer,93710
Suzuki Swift  2016 DLX 1.3,PKR 24.5 lacs,2450000,Gujrat,2016,"125,644km",Petrol,1300cc,Manual,Not Certified,Customer,125644
Suzuki Mehran  2015 VX Euro II Limited Edition,PKR 8.7 lacs,869999,Taxila,2015,"19,800km",Petrol,796cc,Manual,Not Certified,Customer,19800
KIA Picanto  2022 1.0 AT,PKR 32.1 lacs,3210000,Karachi,2022,"7,500km",Petrol,1000cc,Automatic,Not Certified,Customer,7500
Suzuki Every Wagon  2022 ,PKR 30 lacs,3000000,Gujrat,2022,"80,686km",Petrol,660cc,Automatic,Not Certified,Customer,80686
Hyundai Elantra  2024 GLS,PKR 74 lacs,7400000,Sialkot,2024,"4,950km",Petrol,2000cc,Automatic,Not Certified,Customer,4950
DFSK Glory 580  2021 Pro,PKR 51.5 lacs,5150000,Islamabad,2021,"40,000km",Petrol,1500cc,Automatic,Not Certified,Customer,40000
Honda Civic 11th Generation 2024 Oriel,PKR 85 lacs,8500000,Lahore,2024,"4,800km",Petrol,1500cc,Automatic,Not Certified,Customer,4800
Toyota Corolla  2012 XLi VVTi,PKR 24.75 lacs,2475000,Lahore,2012,"148,000km",Petrol,1300cc,Manual,Not Certified,Customer,148000
Honda City  2010 i-VTEC,PKR 26.2 lacs,2620000,Lahore,2010,"85,700km",Petrol,1300cc,Manual,Not Certified,Customer,85700
Suzuki Mehran  1998 VXR,PKR 3.9 lacs,390000,Karachi,1998,"150,000km",Petrol,800cc,Manual,Not Certified,Customer,150000
Suzuki Alto  2015 TURBO RS,PKR 32 lacs,3200000,Quetta,2015,"130,000km",Petrol,660cc,Automatic,Not Certified,Customer,130000
Hyundai Sonata  2022 2.5,PKR 90 lacs,9000000,Karachi,2022,"62,000km",Petrol,2500cc,Automatic,Not Certified,Customer,62000
Suzuki Bolan  2021 VX Euro II,PKR 19.05 lacs,1905000,Doltala,2021,"27,000km",Petrol,800cc,Manual,Not Certified,Customer,27000
