Name,PriceInText,Price,City,Year,Distance,Fuel,HorsePower,Transmission,Certified,ManagedBy,Distance2
Honda City 5th (GM2) Generation 2020 1.3 i-VTEC Prosmatec,PKR 34 lacs,3400000,Lahore,2020,"134,000km",Petrol,1300cc,Automatic,Not Certified,Customer,134000
Hyundai Sonata  2023 2.5,PKR 1.16 crore,11600000,Lahore,2023,11km,Petrol,2500cc,Automatic,Not Certified,Customer,11
Daihatsu Charade  1986 CL,PKR 3.3 lacs,330000,Karachi,1986,"100,000km",Petrol,1000cc,Manual,Not Certified,Customer,100000
Toyota Corolla  2011 GLi 1.3 VVTi,PKR 22.75 lacs,2275000,Karachi,2011,"80,000km",Petrol,1300cc,Manual,Not Certified,Customer,80000
Toyota Prado  2010 TX L Package 2.7,PKR 1.5 crore,15000000,Karachi,2010,"122,000km",Petrol,2700cc,Automatic,Not Certified,Customer,122000
Toyota Fortuner  2023 Legender ,PKR 1.93 crore,19300000,Peshawar,2023,"14,000km",Diesel,2800cc,Automatic,Not Certified,Customer,14000
DFSK Glory 580  2021 Pro,PKR 50 lacs,5000000,Gujrat,2021,"48,000km",Petrol,1500cc,Automatic,Not Certified,Customer,48000
Suzuki Mehran  2017 VXR Euro II,PKR 11.5 lacs,1150000,Pakpattansharif,2017,"85,000km",Petrol,796cc,Manual,Not Certified,Customer,85000
Toyota Crown  1995 ,PKR 20.5 lacs,2050000,Peshawar,1995,"240,000km",Petrol,3000cc,Automatic,Not Certified,Customer,240000
Toyota Passo  2020 X S ,PKR 42.7 lacs,4270000,Rawalpindi,2020,"18,000km",Petrol,1000cc,Automatic,Not Certified,Customer,18000
Daihatsu Mira  2013 ES,PKR 22.4 lacs,2240000,Lahore,2013,"105,236km",Petrol,660cc,Automatic,Not Certified,Customer,105236
Toyota Fortuner  2022 Legender ,PKR 1.75 crore,17500000,Faisalabad,2022,"33,000km",Diesel,2800cc,Automatic,Not Certified,Customer,33000
Suzuki Wagon R  2017 VXL,PKR 19.35 lacs,1935000,Multan,2017,"80,000km",Petrol,1000cc,Manual,Not Certified,Customer,80000
Toyota Land Cruiser 6th (J100) Generation 2000 VX Limited 4.2D,PKR 80 lacs,8000000,Lahore,2000,"80,000km",Diesel,4200cc,Automatic,Not Certified,Customer,80000
Suzuki Cultus  2018 VXL,PKR 26 lacs,2600000,Nawabshah,2018,"141,000km",Petrol,1000cc,Manual,Not Certified,Customer,141000
Toyota Aqua  2017 S,PKR 47 lacs,4700000,Gujranwala,2017,"113,727km",Hybrid,1500cc,Automatic,Certified,PakWheels,113727
Toyota Raize  2022 ,PKR 63 lacs,6300000,Gujranwala,2022,"11,917km",Hybrid,1200cc,Automatic,Not Certified,PakWheels,11917
Honda Vezel  2017 Hybrid RS Honda Sensing ,PKR 68 lacs,6800000,Islamabad,2017,"89,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,89000
Suzuki Swift  2018 DLX Automatic 1.3 Navigation,PKR 27 lacs,2700000,Lahore,2018,"92,000km",Petrol,1300cc,Automatic,Not Certified,Customer,92000
KIA Picanto  2022 ,PKR 28.5 lacs,2850000,Lahore,2022,"70,000km",Petrol,1000cc,Manual,Not Certified,Customer,70000
Toyota Corolla  2017 Altis Automatic 1.6,PKR 41.5 lacs,4150000,Karachi,2017,"85,000km",Petrol,1600cc,Automatic,Not Certified,Customer,85000
Suzuki Alto  2009 VXR (CNG),PKR 9.75 lacs,975000,Lahore,2009,"72,000km",Petrol,1000cc,Manual,Not Certified,Customer,72000
Toyota Vitz  2017 F 1.0,PKR 40 lacs,4000000,Lahore,2017,"55,000km",Petrol,1000cc,Automatic,Not Certified,Customer,55000
Toyota Aqua  2014 GS,PKR 38.5 lacs,3850000,Haripur,2014,"97,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,97000
Honda Vezel  2014 Hybrid Z,PKR 49.95 lacs,4995000,Gujranwala,2014,"77,457km",Hybrid,1500cc,Automatic,Certified,PakWheels,77457
Toyota Sienta  2018 X,PKR 56.75 lacs,5675000,Karachi,2018,"90,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,90000
Toyota Corolla  2012 XLi VVTi,PKR 25.5 lacs,2550000,Islamabad,2012,"140,000km",Petrol,1300cc,Manual,Not Certified,Customer,140000
Hyundai Sonata  2023 2.5,PKR 1.09 crore,10900000,Islamabad,2023,"18,000km",Petrol,2500cc,Automatic,Not Certified,Customer,18000
Suzuki Cultus  2017 VXL,PKR 21.5 lacs,2150000,Lahore,2017,"200,000km",Petrol,1000cc,Manual,Not Certified,Customer,200000
Toyota Premio  2002 F 1.5,PKR 22.9 lacs,2290000,Hyderabad,2002,"120,000km",Petrol,1500cc,Automatic,Not Certified,Customer,120000
FAW V2  2018 ,PKR 15.5 lacs,1550000,Karachi,2018,"56,000km",Petrol,1300cc,Manual,Not Certified,Customer,56000
Suzuki Mehran  2002 VX,PKR 10.8 lacs,1080000,Sargodha,2002,"23,200km",Petrol,800cc,Manual,Not Certified,Customer,23200
Honda City  2022 1.2L CVT,PKR 45.25 lacs,4525000,Karachi,2022,"5,000km",Petrol,1200cc,Automatic,Not Certified,Customer,5000
Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC,PKR 37 lacs,3700000,Karachi,2020,"45,000km",Petrol,1500cc,Automatic,Not Certified,Customer,45000
KIA Picanto  2021 1.0 MT,PKR 26.5 lacs,2650000,Lahore,2021,"27,000km",Petrol,1000cc,Manual,Not Certified,Customer,27000
Suzuki Alto  2006 ,PKR 8.18 lacs,818000,Karachi,2006,"200,000km",Petrol,1000cc,Manual,Not Certified,Customer,200000
Honda Civic  2022 1.5 VTEC Turbo Oriel,PKR 73.5 lacs,7350000,Islamabad,2022,"61,000km",Petrol,1500cc,Automatic,Not Certified,Customer,61000
Haval Jolion  2024 HEV,PKR 94.5 lacs,9450000,Lahore,2024,"6,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,6000
Suzuki Ravi  2019 Euro II,PKR 14.8 lacs,1480000,Abbottabad,2019,"50,000km",Petrol,800cc,Manual,Not Certified,Customer,50000
Suzuki Ravi  2017 Euro II,PKR 12.5 lacs,1250000,Rawalpindi,2017,"72,438km",Petrol,800cc,Manual,Not Certified,Customer,72438
Mercedes Benz C Class  2007 C200,PKR 52.9 lacs,5290000,Islamabad,2007,"118,000km",Petrol,1800cc,Automatic,Not Certified,Customer,118000
Toyota Corolla  1999 XE-G,PKR 15 lacs,1500000,Bhalwal,1999,"235,567km",Petrol,1300cc,Manual,Not Certified,Customer,235567
Suzuki Ravi  2004 ,PKR 6.45 lacs,645000,Islamabad,2004,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Toyota Vitz  2014 ,PKR 26.5 lacs,2650000,Islamabad,2014,"117,000km",Petrol,1000cc,Automatic,Not Certified,Customer,117000
Suzuki Swift  2011 DLX 1.3,PKR 19 lacs,1900000,Karachi,2011,"81,757km",Petrol,1300cc,Manual,Not Certified,Customer,81757
Toyota Prius  2007 G Touring Selection 1.5,PKR 27.85 lacs,2785000,Islamabad,2007,"165,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,165000
Nissan Moco  2011 S,PKR 18.4 lacs,1839999,Islamabad,2011,"190,000km",Petrol,660cc,Automatic,Not Certified,Customer,190000
Honda Civic Reborn 2010 VTi Prosmatec 1.8 i-VTEC,PKR 20.5 lacs,2050000,Karachi,2010,"147,500km",Petrol,1800cc,Automatic,Not Certified,Customer,147500
Suzuki Cultus  2019 VXL,PKR 29.8 lacs,2980000,Rawalpindi,2019,"67,000km",Petrol,1000cc,Manual,Not Certified,Customer,67000
Honda Civic  2022 1.5 VTEC Turbo Oriel,PKR 76 lacs,7600000,Lahore,2022,"48,000km",Petrol,1500cc,Automatic,Not Certified,Customer,48000
Hyundai Santro  2001 Plus,PKR 6.5 lacs,650000,Faisalabad,2001,"250,000km",Petrol,1000cc,Manual,Not Certified,Customer,250000
Suzuki Cultus  2018 VXR,PKR 26 lacs,2600000,Rawalpindi,2018,"105,000km",Petrol,1000cc,Manual,Not Certified,Customer,105000
Nissan Clipper  2018 ,PKR 31.5 lacs,3150000,Islamabad,2018,"42,000km",Petrol,660cc,Automatic,Not Certified,Customer,42000
Suzuki Alto  2015 TURBO RS,PKR 24.5 lacs,2450000,Islamabad,2015,"150,000km",Petrol,660cc,Automatic,Not Certified,Customer,150000
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 34.5 lacs,3450000,Phalia,2015,"123,500km",Petrol,1300cc,Manual,Not Certified,Customer,123500
Toyota Passo  2015 ,PKR 27 lacs,2700000,Hyderabad,2015,"62,000km",Petrol,1000cc,Automatic,Not Certified,Customer,62000
KIA Sorento  2021 3.5 FWD,PKR 85.5 lacs,8550000,Multan,2021,"27,500km",Petrol,3500cc,Automatic,Not Certified,Customer,27500
Suzuki Alto  2023 VXL AGS,PKR 30.5 lacs,3050000,Islamabad,2023,"39,000km",Petrol,660cc,Automatic,Not Certified,Customer,39000
Suzuki Mehran  2012 VX Euro II,PKR 9.5 lacs,950000,Okara,2012,"55,000km",Petrol,800cc,Manual,Not Certified,Customer,55000
Toyota Harrier  2003 ,PKR 41.5 lacs,4150000,Islamabad,2003,"190,000km",Petrol,2400cc,Automatic,Not Certified,Customer,190000
Toyota Corolla  2009 2.0D,PKR 27 lacs,2700000,Faisalabad,2009,"270,000km",Diesel,2000cc,Manual,Not Certified,Customer,270000
Suzuki Mehran  2014 VX Euro II Limited Edition,PKR 14 lacs,1400000,Abbottabad,2014,"80,000km",Petrol,796cc,Manual,Not Certified,Customer,80000
Hyundai Santro  2004 Club,PKR 9 lacs,900000,Wazirabad,2004,"800,000km",Petrol,1000cc,Manual,Not Certified,Customer,800000
Suzuki Bolan  2015 VX Euro II,PKR 9 lacs,900000,Sukkur,2015,"48,185km",Petrol,800cc,Manual,Not Certified,Customer,48185
Toyota Premio  2008 F 1.5,PKR 40 lacs,4000000,Karachi,2008,"200,000km",Petrol,1500cc,Automatic,Not Certified,Customer,200000
Toyota Prado 2nd (J90) Generation 1997 TX 3.0D,PKR 34 lacs,3400000,Karachi,1997,"225,000km",Diesel,3000cc,Automatic,Not Certified,Customer,225000
Hyundai Santro  2009 Club,PKR 11.8 lacs,1180000,Lahore,2009,"131,000km",Petrol,1000cc,Manual,Not Certified,Customer,131000
Toyota Corolla  2019 GLi Automatic 1.3 VVTi,PKR 42.5 lacs,4250000,Karachi,2019,"49,000km",Petrol,1300cc,Automatic,Not Certified,Customer,49000
Toyota Sienta  2016 X,PKR 52.5 lacs,5250000,Karachi,2016,"162,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,162000
Suzuki Alto  2020 VXR,PKR 22.2 lacs,2220000,Faisalabad,2020,"75,000km",Petrol,660cc,Manual,Not Certified,Customer,75000
Suzuki Margalla  1995 GL,PKR 6.25 lacs,625000,Lahore,1995,"150,000km",Petrol,1300cc,Manual,Not Certified,Customer,150000
Suzuki Alto  2020 VXL AGS,PKR 25.49 lacs,2549000,Rawalpindi,2020,"56,000km",Petrol,660cc,Automatic,Not Certified,Customer,56000
Suzuki Alto  2023 VXR,PKR 26.1 lacs,2610000,Karachi,2023,"17,000km",Petrol,660cc,Manual,Not Certified,Customer,17000
Toyota Surf  1999 SSR-X 3.0D,PKR 35 lacs,3500000,Attock,1999,"195,000km",Petrol,3000cc,Automatic,Not Certified,Customer,195000
Suzuki FX  1988 ,PKR 2.3 lacs,229999,Faisalabad,1988,"50,000km",Petrol,800cc,Manual,Not Certified,Customer,50000
Suzuki Cultus  2007 ,PKR 8.35 lacs,835000,Rawalpindi,2007,"200,000km",Petrol,1000cc,Manual,Not Certified,Customer,200000
Honda Civic  2003 VTi Oriel 1.6,PKR 14.5 lacs,1450000,Abbottabad,2003,"250,000km",Petrol,1600cc,Manual,Not Certified,Customer,250000
Suzuki Mehran  2012 ,PKR 8.3 lacs,830000,Jaranwala,2012,"40,000km",Petrol,1300cc,Manual,Not Certified,Customer,40000
Toyota Corolla  2019 GLi Automatic 1.3 VVTi,PKR 43.5 lacs,4350000,Karachi,2019,"107,000km",Petrol,1300cc,Automatic,Not Certified,Customer,107000
Honda Vezel  2019 Hybrid Z Honda Sensing ,PKR 76.75 lacs,7675000,Lahore,2019,"15,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,15000
Suzuki Khyber  1998 Plus,PKR 4.5 lacs,450000,Gojra,1998,"500,000km",Petrol,1000cc,Manual,Not Certified,Customer,500000
Toyota Prado 2nd (J90) Generation 1996 RZ 3.0D (3-Door),PKR 49.5 lacs,4950000,Islamabad,1996,"200,000km",Diesel,3000cc,Automatic,Not Certified,Customer,200000
Honda Vezel  2021 e-HEV Play,PKR 1.17 crore,11700000,Lahore,2021,"25,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,25000
Toyota Yaris  2022 ATIV X CVT 1.5,PKR 53 lacs,5300000,Okara,2022,"35,000km",Petrol,1500cc,Automatic,Not Certified,Customer,35000
Toyota Corolla  2015 XLi VVTi,PKR 29.15 lacs,2915000,Faisalabad,2015,"128,000km",Petrol,1300cc,Manual,Not Certified,Customer,128000
MG HS  2023 Essence,PKR 76.5 lacs,7650000,Lahore,2023,"1,350km",Petrol,1500cc,Automatic,Not Certified,Customer,1350
Nissan Dayz  2021 Highway Star X,PKR 34 lacs,3400000,Sialkot,2021,"52,000km",Petrol,660cc,Automatic,Not Certified,Customer,52000
Toyota Corolla  2014 GLi Automatic Limited Edition 1.6 VVTi,PKR 35 lacs,3500000,Wahcantt,2014,"130,000km",Petrol,1600cc,Automatic,Not Certified,Customer,130000
Suzuki Bolan  2015 Cargo Van Euro ll,PKR 11 lacs,1100000,Karachi,2015,"72,000km",Petrol,800cc,Manual,Not Certified,Customer,72000
Toyota Hilux  2023 Revo GR-S,PKR 1.62 crore,16200000,Lahore,2023,"24,000km",Diesel,2800cc,Automatic,Not Certified,Customer,24000
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 35 lacs,3500000,Islamabad,2014,"160,000km",Petrol,1300cc,Manual,Not Certified,Customer,160000
Suzuki Alto  2012 VXR,PKR 13.3 lacs,1330000,Multan,2012,"185,100km",Petrol,1000cc,Manual,Not Certified,Customer,185100
Suzuki Bolan  2016 VX Euro II,PKR 15 lacs,1500000,Okara,2016,"47,300km",Petrol,800cc,Manual,Not Certified,Customer,47300
Daihatsu Mira  2007 Custom X,PKR 21.75 lacs,2175000,Wahcantt,2007,"100,000km",Petrol,660cc,Automatic,Not Certified,Customer,100000
Honda City  2022 1.5L CVT,PKR 51 lacs,5100000,Islamabad,2022,"23,000km",Petrol,1500cc,Automatic,Not Certified,Customer,23000
Daihatsu Move  2012 Custom RS SA,PKR 22.5 lacs,2250000,Islamabad,2012,"130,000km",Petrol,660cc,Automatic,Not Certified,Customer,130000
Mitsubishi Pajero Mini  2008 ,PKR 18.5 lacs,1850000,Gujranwala,2008,"172,000km",Petrol,660cc,Automatic,Not Certified,Customer,172000
Suzuki Cultus  2008 VXRi,PKR 11 lacs,1100000,Lahore,2008,"200,000km",Petrol,1000cc,Manual,Not Certified,Customer,200000
Suzuki Mehran  2019 VXR Euro II,PKR 18.5 lacs,1850000,Islamabad,2019,"35,000km",Petrol,800cc,Manual,Not Certified,Customer,35000
Honda Civic  2021 Oriel 1.8 i-VTEC CVT,PKR 65.5 lacs,6550000,Gujranwala,2021,"38,402km",Petrol,1800cc,Automatic,Not Certified,Customer,38402
Nissan Cefiro  2007 ,PKR 40 lacs,4000000,Lahore,2007,"114,000km",Petrol,3500cc,Automatic,Not Certified,Customer,114000
Suzuki Alto  2014 ECO-S,PKR 22.5 lacs,2250000,Rawalpindi,2014,"60,000km",Petrol,660cc,Automatic,Not Certified,Customer,60000
Suzuki Alto  2008 G,PKR 15.3 lacs,1530000,Karachi,2008,"110,000km",Petrol,660cc,Automatic,Not Certified,Customer,110000
Suzuki Margalla  1996 GL,PKR 5.8 lacs,580000,Karachi,1996,"19,794km",Petrol,1300cc,Manual,Not Certified,Customer,19794
Toyota Yaris  2021 ATIV X CVT 1.5,PKR 47 lacs,4700000,Peshawar,2021,"49,000km",Petrol,1500cc,Automatic,Not Certified,Customer,49000
Honda Civic  2001 VTi Oriel Prosmatec 1.6,PKR 14.5 lacs,1450000,Lahore,2001,"100,000km",Petrol,1600cc,Automatic,Not Certified,Customer,100000
Toyota Fortuner  2022 2.7 V,PKR 1.47 crore,14700000,Rawalpindi,2022,"34,500km",Petrol,2700cc,Automatic,Not Certified,Customer,34500
Toyota Corolla  2012 GLi 1.3 VVTi,PKR 30.8 lacs,3080000,Mardan,2012,"200,000km",Petrol,1300cc,Manual,Not Certified,Customer,200000
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 39 lacs,3900000,MuzaffarGargh,2016,"73,509km",Petrol,1300cc,Manual,Not Certified,Customer,73509
Suzuki Bolan  2018 VX Euro II,PKR 17 lacs,1700000,Kahuta,2018,"60,000km",Petrol,800cc,Manual,Not Certified,Customer,60000
Hyundai Tucson  2023 AWD A/T Ultimate,PKR 86.5 lacs,8650000,Multan,2023,"28,000km",Petrol,2000cc,Automatic,Not Certified,Customer,28000
Subaru Sambar   2011 ,PKR 12.5 lacs,1250000,Faisalabad,2011,"90,000km",Petrol,660cc,Automatic,Not Certified,Customer,90000
Toyota Corolla  2021 Altis X Automatic 1.6,PKR 55.5 lacs,5550000,Kharian,2021,"85,000km",Petrol,1598cc,Automatic,Not Certified,Customer,85000
Honda City 5th (GM2) Generation 2021 Aspire Prosmatec 1.5 i-VTEC,PKR 45 lacs,4500000,Karachi,2021,"74,432km",Petrol,1500cc,Automatic,Not Certified,Customer,74432
Daihatsu Mira  2012 ES,PKR 24.9 lacs,2490000,Rawalpindi,2012,"79,150km",Petrol,660cc,Automatic,Not Certified,Customer,79150
Suzuki Mehran  2010 VX,PKR 7 lacs,700000,Mirpurkhas,2010,"65,000km",Petrol,800cc,Manual,Not Certified,Customer,65000
Suzuki Wagon R  2015 FX,PKR 21.5 lacs,2150000,Lahore,2015,"148,000km",Petrol,660cc,Automatic,Not Certified,Customer,148000
Toyota Corolla  2018 Altis Grande CVT-i 1.8,PKR 52.5 lacs,5250000,Multan,2018,"63,500km",Petrol,1800cc,Automatic,Not Certified,Customer,63500
Toyota Corolla  2018 GLi 1.3 VVTi,PKR 44.5 lacs,4450000,Multan,2018,"56,000km",Petrol,1300cc,Manual,Not Certified,Customer,56000
Daihatsu Mira  2021 X SA lll,PKR 35.8 lacs,3579999,Karachi,2021,"27,000km",Petrol,660cc,Automatic,Not Certified,Customer,27000
Honda Civic  2016 Turbo 1.5 VTEC CVT,PKR 48 lacs,4800000,Islamabad,2016,"113,000km",Petrol,1500cc,Automatic,Not Certified,Customer,113000
Suzuki Wagon R  2020 AGS,PKR 28.5 lacs,2850000,Lahore,2020,"59,000km",Petrol,1000cc,Automatic,Not Certified,Customer,59000
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 34.5 lacs,3450000,Karachi,2015,"95,500km",Petrol,1300cc,Automatic,Not Certified,Customer,95500
Prince Pearl  2020 ,PKR 12 lacs,1200000,Bhakkar,2020,"25,000km",Petrol,800cc,Manual,Not Certified,Customer,25000
KIA Sportage  2020 FWD,PKR 61 lacs,6100000,Karachi,2020,"83,500km",Petrol,2000cc,Automatic,Not Certified,Customer,83500
Suzuki Cultus  2006 VXR,PKR 8 lacs,800000,Islamabad,2006,"220,000km",Petrol,1000cc,Manual,Not Certified,Customer,220000
Suzuki Cultus  2018 VXR,PKR 26.05 lacs,2605000,Lahore,2018,"75,000km",Petrol,1000cc,Manual,Not Certified,Customer,75000
Honda Fit  2015 1.5 Hybrid S Package,PKR 34.5 lacs,3450000,Lahore,2015,"180,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,180000
Suzuki Cultus  2023 VXL,PKR 36 lacs,3600000,Karachi,2023,"15,000km",Petrol,1000cc,Manual,Not Certified,Customer,15000
Suzuki Baleno  1999 ,PKR 8.45 lacs,844999,Karachi,1999,"232,052km",Petrol,1300cc,Manual,Not Certified,Customer,232052
Suzuki Baleno  2002 JXR,PKR 8 lacs,800000,Tibbasultanpur,2002,"25,585km",Petrol,1300cc,Manual,Not Certified,Customer,25585
Mercedes Benz E Class  2005 E200,PKR 49 lacs,4900000,Abbottabad,2005,"130,000km",Petrol,1800cc,Automatic,Not Certified,Customer,130000
Toyota Aqua  2013 G LED Soft Leather Selection ,PKR 39 lacs,3900000,Islamabad,2013,"165,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,165000
Daihatsu Mira  2014 X Memorial Edition,PKR 25 lacs,2500000,Karachi,2014,"92,000km",Petrol,660cc,Automatic,Not Certified,Customer,92000
Honda Civic Rebirth 2014 Oriel Prosmatec UG,PKR 36 lacs,3600000,Lahore,2014,"150,000km",Petrol,1800cc,Automatic,Not Certified,Customer,150000
Toyota Vitz  2018 1.0F Safety Edition III,PKR 37.7 lacs,3770000,Hyderabad,2018,"85,000km",Petrol,1000cc,Automatic,Not Certified,Customer,85000
Honda Civic  2007 ,PKR 28 lacs,2800000,Peshawar,2007,"126,000km",Petrol,1300cc,Automatic,Not Certified,Customer,126000
Suzuki Bolan  2009 VX (CNG),PKR 7.35 lacs,735000,Mardan,2009,"5,000km",Petrol,800cc,Manual,Not Certified,Customer,5000
Suzuki Spacia  2014 ,PKR 19.5 lacs,1950000,Lahore,2014,"64,000km",Petrol,660cc,Automatic,Not Certified,Customer,64000
KIA Spectra  2002 ,PKR 6.2 lacs,620000,Karachi,2002,"100,000km",Petrol,1500cc,Manual,Not Certified,Customer,100000
