Name,PriceInText,Price,City,Year,Distance,Fuel,HorsePower,Transmission,Certified,ManagedBy,Distance2
Haval Jolion  2024 ,PKR 95 lacs,9500000,Lahore,2024,19km,Hybrid,1500cc,Automatic,Not Certified,Customer,19
Haval H6  2024 HEV,PKR 1.22 crore,12200000,Lahore,2024,19km,Hybrid,1500cc,Automatic,Not Certified,Customer,19
Toyota Prius  2011 G LED Edition 1.8,PKR 41.5 lacs,4150000,Faisalabad,2011,"180,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,180000
Toyota Prado  2019 TX Limited 2.7,PKR 2.75 crore,27500000,Lahore,2019,"68,000km",Petrol,2700cc,Automatic,Not Certified,Customer,68000
Toyota Passo  2014 Plus Hana C,PKR 27.9 lacs,2790000,Lahore,2014,"68,000km",Petrol,1000cc,Automatic,Not Certified,Customer,68000
Mitsubishi Ek Wagon  2006 G,PKR 14.9 lacs,1490000,Islamabad,2006,"125,000km",Petrol,660cc,Automatic,Not Certified,Customer,125000
Honda City 5th (GM2) Generation 2019 Aspire Prosmatec 1.5 i-VTEC,PKR 37 lacs,3700000,Islamabad,2019,"72,000km",Petrol,1500cc,Automatic,Not Certified,Customer,72000
Toyota Prius  2020 S,PKR 85 lacs,8500000,Lahore,2020,"75,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,75000
Toyota C-HR  2019 ,PKR 94.75 lacs,9475000,Lahore,2019,"34,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,34000
KIA Sportage  2024 Clear White Limited Edition,PKR 79.5 lacs,7950000,Karachi,2024,35km,Petrol,2000cc,Automatic,Not Certified,Customer,35
Daihatsu Mira  2013 ES,PKR 20.9 lacs,2089999,Rawalpindi,2013,"103,400km",Petrol,660cc,Automatic,Not Certified,Customer,103400
Toyota Vitz  2017 F 1.0,PKR 27.7 lacs,2770000,Narowal,2017,"70,000km",Petrol,1000cc,Automatic,Not Certified,Customer,70000
Daihatsu Mira  2021 X SA lll,PKR 37.25 lacs,3725000,Karachi,2021,"30,000km",Petrol,660cc,Automatic,Not Certified,Customer,30000
Suzuki Swift  2020 DLX Automatic 1.3 Navigation,PKR 31 lacs,3100000,Karachi,2020,"54,000km",Petrol,1300cc,Automatic,Not Certified,Customer,54000
Mazda RX8  2004 ,PKR 35 lacs,3500000,Lahore,2004,"100,000km",Petrol,3000cc,Automatic,Not Certified,Customer,100000
Toyota Prius  2010 S Touring Selection 1.8,PKR 36 lacs,3600000,Islamabad,2010,"145,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,145000
Suzuki Mehran  2018 VXR Euro II,PKR 14.5 lacs,1450000,Peshawar,2018,"84,898km",Petrol,796cc,Manual,Not Certified,Customer,84898
Haval Jolion  2024 Top,PKR 97.5 lacs,9750000,Islamabad,2024,5km,Petrol,1500cc,Automatic,Not Certified,Customer,5
Toyota Prius  2018 PHV (Plug In Hybrid),PKR 80 lacs,8000000,Lahore,2018,"109,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,109000
Toyota Corolla  2015 XLi VVTi,PKR 27 lacs,2700000,Karachi,2015,"111,000km",Petrol,1300cc,Manual,Not Certified,Customer,111000
Toyota Hiace  2019 TRH 224,PKR 98.5 lacs,9850000,Lahore,2019,"31,000km",Petrol,2700cc,Automatic,Not Certified,Customer,31000
Honda Civic  2018 Oriel 1.8 i-VTEC CVT,PKR 53 lacs,5300000,Peshawar,2018,"70,000km",Petrol,1800cc,Automatic,Not Certified,Customer,70000
Toyota Mark X  2005 250G F Package Smart Edition,PKR 45 lacs,4500000,Lahore,2005,"102,000km",Petrol,2500cc,Automatic,Not Certified,Customer,102000
Toyota Corolla 9th (E120) Generation 2003 SE Saloon Automatic,PKR 15 lacs,1500000,Swabi,2003,"300,000km",Petrol,1600cc,Automatic,Not Certified,Customer,300000
Suzuki Hustler  2014 X Turbo,PKR 22.75 lacs,2275000,Lahore,2014,"151,214km",Petrol,660cc,Automatic,Not Certified,Customer,151214
Daihatsu Hijet  2018 Special,PKR 13.75 lacs,1375000,Hafizabad,2018,"235,000km",Petrol,660cc,Automatic,Not Certified,Customer,235000
Suzuki Cultus  2017 Limited Edition,PKR 21.9 lacs,2190000,Rawalpindi,2017,"30,280km",Petrol,1000cc,Manual,Not Certified,Customer,30280
Honda Civic  2019 Oriel 1.8 i-VTEC CVT,PKR 57.9 lacs,5790000,Islamabad,2019,"93,000km",Petrol,1800cc,Automatic,Not Certified,Customer,93000
Suzuki Alto  2022 L Upgrade,PKR 36.5 lacs,3650000,Karachi,2022,"8,000km",Petrol,660cc,Automatic,Not Certified,Customer,8000
Daihatsu Move  2007 ,PKR 17.25 lacs,1725000,Islamabad,2007,"204,565km",Petrol,660cc,Automatic,Not Certified,Customer,204565
Hyundai Sonata  2023 2.5,PKR 1.04 crore,10400000,Islamabad,2023,"31,000km",Petrol,2500cc,Automatic,Not Certified,Customer,31000
Suzuki Khyber  1998 ,PKR 5 lacs,500000,Islamabad,1998,"300,000km",Petrol,1000cc,Manual,Not Certified,Customer,300000
Honda BR-V  2018 i-VTEC,PKR 44.25 lacs,4425000,Islamabad,2018,"60,000km",Petrol,1500cc,Automatic,Not Certified,Customer,60000
MG HS  2022 Trophy,PKR 67.25 lacs,6725000,Islamabad,2022,"38,000km",Petrol,1500cc,Automatic,Not Certified,Customer,38000
BMW 7 Series  2023 i7 xDrive60 Excellence,PKR 7.5 crore,75000000,Lahore,2023,"1,000km",Electric,101.0kWh,Automatic,Not Certified,Customer,1000
Suzuki Wagon R  2016 VXL,PKR 18.7 lacs,1870000,Lahore,2016,"132,000km",Petrol,1000cc,Manual,Not Certified,Customer,132000
Lexus LX Series  2016 LX570,PKR 6.15 crore,61500000,Islamabad,2016,"33,000km",Petrol,5663cc,Automatic,Not Certified,Customer,33000
Toyota Corolla Cross  2024 1.8 HEV X,PKR 96.5 lacs,9650000,Lahore,2024,10km,Hybrid,1800cc,Automatic,Not Certified,Customer,10
Toyota Prado  2020 TX 2.7,PKR 2.69 crore,26900000,Lahore,2020,"17,000km",Petrol,2700cc,Automatic,Not Certified,Customer,17000
Honda Civic Reborn 2010 VTi Prosmatec 1.8 i-VTEC,PKR 23.8 lacs,2380000,Lahore,2010,"140,000km",Petrol,1800cc,Automatic,Not Certified,Customer,140000
Changan Oshan X7  2023 FutureSense,PKR 85 lacs,8500000,Karachi,2023,"25,000km",Petrol,1500cc,Automatic,Not Certified,Customer,25000
Suzuki Alto  2010 VXR,PKR 13.5 lacs,1350000,Rawalpindi,2010,"250,000km",Petrol,1000cc,Manual,Not Certified,Customer,250000
KIA Sportage  2024 FWD,PKR 78.5 lacs,7850000,Karachi,2024,"10,000km",Petrol,2000cc,Automatic,Not Certified,Customer,10000
KIA Sportage  2021 FWD,PKR 69.5 lacs,6950000,Sialkot,2021,"66,000km",Petrol,2000cc,Automatic,Not Certified,Customer,66000
BMW 3 Series 4th (E46) Generation 2005 320i,PKR 42 lacs,4200000,Islamabad,2005,"100,000km",Petrol,2000cc,Automatic,Not Certified,Customer,100000
Nissan Note  2021 e-Power S,PKR 61 lacs,6100000,Karachi,2021,"25,000km",Hybrid,1200cc,Automatic,Not Certified,Customer,25000
Honda N Wgn  2020 G,PKR 32.5 lacs,3250000,Lahore,2020,"46,000km",Petrol,660cc,Automatic,Not Certified,Customer,46000
Toyota Prado  2003 TX 2.7,PKR 66.5 lacs,6650000,Islamabad,2003,"185,000km",Petrol,2700cc,Automatic,Not Certified,Customer,185000
Toyota Land Cruiser  2020 ZX,PKR 5.25 crore,52500000,Islamabad,2020,"15,000km",Petrol,4600cc,Automatic,Not Certified,Customer,15000
Toyota Corolla Cross  2024 1.8 HEV X,PKR 1.05 crore,10500000,Islamabad,2024,"1,300km",Hybrid,1800cc,Automatic,Not Certified,Customer,1300
Suzuki Khyber  1992 GA,PKR 3.25 lacs,325000,Karachi,1992,"123,456km",Petrol,1000cc,Manual,Not Certified,Customer,123456
Toyota Prado  2016 TX L Package 2.7,PKR 2.25 crore,22500000,Islamabad,2016,"65,000km",Petrol,2700cc,Automatic,Not Certified,Customer,65000
Toyota Prado  2020 TX 2.7,PKR 2.82 crore,28200000,Islamabad,2020,"36,000km",Petrol,2700cc,Automatic,Not Certified,Customer,36000
Suzuki Khyber  2000 ,PKR 6.1 lacs,610000,Lahore,2000,"100,000km",Petrol,1000cc,Manual,Not Certified,Customer,100000
Mercedes Benz E Class 5th (W213) Generation 2020 E 180 AMG,PKR 3.05 crore,30500000,Rawalpindi,2020,"40,000km",Petrol,1500cc,Automatic,Not Certified,Customer,40000
Toyota Land Cruiser  2023 ZX Gasoline 3.5L,PKR 7.75 crore,77500000,Islamabad,2023,"6,500km",Petrol,3500cc,Automatic,Not Certified,Customer,6500
Suzuki Mehran  2008 VXR,PKR 6.6 lacs,660000,Karachi,2008,"49,000km",Petrol,800cc,Manual,Not Certified,Customer,49000
Toyota Premio  2006 F L Package 1.5,PKR 27.5 lacs,2750000,Quetta,2006,"123,456km",Petrol,1500cc,Automatic,Not Certified,Customer,123456
Suzuki Swift  2020 DLX Automatic 1.3 Navigation,PKR 29.95 lacs,2995000,Lahore,2020,"46,000km",Petrol,1300cc,Automatic,Not Certified,Customer,46000
Toyota Corolla  2012 ,PKR 22.5 lacs,2250000,Chakwal,2012,"145,000km",Petrol,1300cc,Automatic,Not Certified,Customer,145000
Suzuki Cultus  2007 VXR,PKR 8.2 lacs,819999,Chakwal,2007,"1,234km",Petrol,1000cc,Manual,Not Certified,Customer,1234
Honda Civic  2005 VTi Prosmatec 1.6,PKR 15.5 lacs,1550000,Karachi,2005,"158,000km",Petrol,1600cc,Automatic,Not Certified,Customer,158000
Honda Civic  2019 Oriel 1.8 i-VTEC CVT,PKR 57.25 lacs,5725000,Islamabad,2019,"62,701km",Petrol,1800cc,Automatic,Certified,Customer,62701
Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC,PKR 42 lacs,4200000,Islamabad,2020,"79,326km",Petrol,1500cc,Automatic,Not Certified,PakWheels,79326
Suzuki Mehran  2016 VXR Euro II,PKR 10.75 lacs,1075000,Islamabad,2016,"123,456km",Petrol,796cc,Manual,Not Certified,Customer,123456
Toyota Prado  2019 TX Limited 2.7,PKR 2.72 crore,27200000,Islamabad,2019,"48,000km",Petrol,2700cc,Automatic,Not Certified,Customer,48000
Mercedes Benz C Class  2005 C180,PKR 38 lacs,3800000,Sialkot,2005,"140,000km",Petrol,2000cc,Automatic,Not Certified,Customer,140000
Suzuki Mehran  2018 VXR Euro II,PKR 14.5 lacs,1450000,Nankanasahib,2018,"71,091km",Petrol,800cc,Manual,Not Certified,Customer,71091
Suzuki Swift  2016 DLX 1.3,PKR 23.4 lacs,2340000,Sialkot,2016,"49,000km",Petrol,1300cc,Manual,Not Certified,Customer,49000
Toyota Vitz  2007 F 1.0,PKR 22.85 lacs,2285000,Islamabad,2007,"155,000km",Petrol,1000cc,Automatic,Not Certified,Customer,155000
Suzuki Mehran  2017 VX Euro II,PKR 12.5 lacs,1250000,Islamabad,2017,"50,000km",Petrol,800cc,Manual,Not Certified,Customer,50000
Toyota Land Cruiser  1986 ,PKR 28 lacs,2800000,Chakwal,1986,"123,456km",Diesel,4000cc,Manual,Not Certified,Customer,123456
Haval H6  2024 HEV,PKR 1.21 crore,12100000,Lahore,2024,"3,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,3000
Hyundai Tucson  2022 AWD A/T Ultimate,PKR 78.5 lacs,7850000,Lahore,2022,"36,000km",Petrol,2000cc,Automatic,Not Certified,Customer,36000
MG HS  2021 Trophy,PKR 62.75 lacs,6275000,Lahore,2021,"33,000km",Petrol,1500cc,Automatic,Not Certified,Customer,33000
Toyota Land Cruiser  2014 ZX,PKR 3.2 crore,32000000,Karachi,2014,"70,000km",Petrol,4600cc,Automatic,Not Certified,Customer,70000
Honda Vezel  2019 Hybrid X,PKR 72.5 lacs,7250000,Karachi,2019,"43,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,43000
Daihatsu Mira  2020 X SA lll,PKR 34.95 lacs,3495000,Karachi,2020,"40,700km",Petrol,660cc,Automatic,Not Certified,Customer,40700
BMW 3 Series  2017 318i,PKR 1.05 crore,10500000,Karachi,2017,"38,389km",Petrol,1600cc,Automatic,Not Certified,PakWheels,38389
Toyota Roomy  2022 ,PKR 39.9 lacs,3990000,Lahore,2022,"23,000km",Petrol,1000cc,Automatic,Not Certified,Customer,23000
Honda Civic  2017 Oriel 1.8 i-VTEC CVT,PKR 47.3 lacs,4730000,Islamabad,2017,"127,000km",Petrol,1800cc,Automatic,Not Certified,Customer,127000
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC,PKR 35 lacs,3500000,Karachi,2014,"103,000km",Petrol,1800cc,Automatic,Not Certified,Customer,103000
Suzuki Alto  2021 S Package,PKR 30.95 lacs,3095000,Karachi,2021,"57,000km",Petrol,660cc,Automatic,Not Certified,Customer,57000
KIA Sportage  2020 AWD,PKR 68 lacs,6800000,Islamabad,2020,"58,000km",Petrol,2000cc,Automatic,Not Certified,Customer,58000
Suzuki Alto  2019 VXL AGS,PKR 25 lacs,2500000,Karachi,2019,"145,000km",Petrol,660cc,Automatic,Not Certified,Customer,145000
Honda City  2021 1.5L ASPIRE CVT,PKR 51 lacs,5100000,Karachi,2021,"58,000km",Petrol,1500cc,Automatic,Not Certified,Customer,58000
Suzuki Alto  2007 VXR,PKR 7.9 lacs,790000,Karachi,2007,"165,000km",Petrol,1000cc,Manual,Not Certified,Customer,165000
MG HS  2021 1.5 Turbo,PKR 59.9 lacs,5990000,Lahore,2021,"82,000km",Petrol,1490cc,Automatic,Not Certified,Customer,82000
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 34 lacs,3400000,Islamabad,2015,"156,000km",Petrol,1300cc,Manual,Not Certified,Customer,156000
Honda Civic Rebirth 2013 VTi Prosmatec 1.8 i-VTEC,PKR 28.7 lacs,2870000,Lahore,2013,"135,000km",Petrol,1800cc,Automatic,Not Certified,Customer,135000
Daihatsu Boon  2020 X SA 2,PKR 41.7 lacs,4170000,Lahore,2020,"41,968km",Petrol,996cc,Automatic,Certified,PakWheels,41968
Toyota Prado  2010 TZ G 4.0,PKR 1.75 crore,17500000,Islamabad,2010,"155,000km",Petrol,4000cc,Automatic,Not Certified,Customer,155000
Honda Civic  2015 VTi Oriel Prosmatec 1.8 i-VTEC,PKR 36 lacs,3600000,Islamabad,2015,"131,000km",Petrol,1800cc,Automatic,Not Certified,Customer,131000
Suzuki Mehran  2011 VXR (CNG),PKR 9 lacs,900000,Mansehra,2011,"1,234km",Petrol,800cc,Manual,Not Certified,Customer,1234
Suzuki Cultus  2006 VXR,PKR 5.5 lacs,550000,Faisalabad,2006,"123,456km",Petrol,1000cc,Manual,Not Certified,Customer,123456
Suzuki FX  1984 ,PKR 2.5 lacs,250000,Wahcantt,1984,"123,456km",Petrol,800cc,Manual,Not Certified,Customer,123456
Honda City  2013 Aspire 1.3 i-VTEC,PKR 27.5 lacs,2750000,Multan,2013,"198,000km",Petrol,1300cc,Manual,Not Certified,Customer,198000
Suzuki Mehran  2005 VXR (CNG),PKR 4.7 lacs,470000,Karachi,2005,1km,Petrol,800cc,Manual,Not Certified,Customer,1
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 37.5 lacs,3750000,Hyderabad,2016,"212,000km",Petrol,1300cc,Manual,Not Certified,Customer,212000
KIA Stonic  2024 EX+,PKR 58.5 lacs,5850000,Gujranwala,2024,1km,Petrol,1400cc,Automatic,Not Certified,Customer,1
Mitsubishi Ek Wagon  2017 ,PKR 25.25 lacs,2525000,Lahore,2017,"76,000km",Petrol,660cc,Automatic,Not Certified,Customer,76000
Land Rover Defender  2001 ,PKR 24.85 lacs,2485000,Lahore,2001,"185,000km",Diesel,2000cc,Automatic,Not Certified,Customer,185000
Toyota Corolla  2019 Altis 1.6 X CVT-i,PKR 48 lacs,4800000,Multan,2019,"97,000km",Petrol,1600cc,Automatic,Not Certified,Customer,97000
Suzuki Mehran  2013 VXR Euro II,PKR 12.4 lacs,1240000,Rawalpindi,2013,"35,036km",Petrol,800cc,Manual,Not Certified,Customer,35036
Daihatsu Boon  2014 1.0 CL Limited,PKR 24.5 lacs,2450000,Karachi,2014,"167,532km",Petrol,1000cc,Automatic,Not Certified,Customer,167532
Suzuki Cultus  2018 ,PKR 24 lacs,2400000,Multan,2018,22km,Petrol,1000cc,Manual,Not Certified,Customer,22
Suzuki Mehran  2005 VX,PKR 4.2 lacs,420000,Karachi,2005,"99,999km",Petrol,800cc,Manual,Not Certified,Customer,99999
